Pfam ID	Pfam Name	Gene Count	
pfam00211	Guanylate_cyc - Adenylate and Guanylate cyclase catalytic domain	7	
pfam00213	OSCP - ATP synthase delta (OSCP) subunit	1	
pfam00215	OMPdecase - Orotidine 5'-phosphate decarboxylase / HUMPS family	1	
pfam00216	Bac_DNA_binding - Bacterial DNA-binding protein	1	
pfam00218	IGPS - Indole-3-glycerol phosphate synthase	1	
pfam00221	Lyase_aromatic - Aromatic amino acid lyase	1	
pfam00224	PK - Pyruvate kinase, barrel domain	2	
pfam00226	DnaJ - DnaJ domain	2	
pfam00227	Proteasome - Proteasome subunit	2	
pfam00230	MIP - Major intrinsic protein	1	
pfam00231	ATP-synt - ATP synthase	1	
pfam00237	Ribosomal_L22 - Ribosomal protein L22p/L17e	1	
pfam00238	Ribosomal_L14 - Ribosomal protein L14p/L23e	1	
pfam00245	Alk_phosphatase - Alkaline phosphatase	1	
pfam00246	Peptidase_M14 - Zinc carboxypeptidase	11	
pfam00248	Aldo_ket_red - Aldo/keto reductase family	5	
pfam00251	Glyco_hydro_32N - Glycosyl hydrolases family 32 N-terminal domain	1	
pfam00252	Ribosomal_L16 - Ribosomal protein L16p/L10e	1	
pfam00253	Ribosomal_S14 - Ribosomal protein S14p/S29e	1	
pfam00254	FKBP_C - FKBP-type peptidyl-prolyl cis-trans isomerase	7	
pfam00255	GSHPx - Glutathione peroxidase	2	
pfam00265	TK - Thymidine kinase	1	
pfam00266	Aminotran_5 - Aminotransferase class-V	9	
pfam00268	Ribonuc_red_sm - Ribonucleotide reductase, small chain	1	
pfam00270	DEAD - DEAD/DEAH box helicase	15	
pfam00271	Helicase_C - Helicase conserved C-terminal domain	21	
pfam00275	EPSP_synthase - EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	2	
pfam00276	Ribosomal_L23 - Ribosomal protein L23	1	
pfam00278	Orn_DAP_Arg_deC - Pyridoxal-dependent decarboxylase, C-terminal sheet domain	3	
pfam00281	Ribosomal_L5 - Ribosomal protein L5	1	
pfam00282	Pyridoxal_deC - Pyridoxal-dependent decarboxylase conserved domain	3	
pfam00285	Citrate_synt - Citrate synthase, C-terminal domain	1	
pfam00288	GHMP_kinases_N - GHMP kinases N terminal domain	3	
pfam00289	Biotin_carb_N - Biotin carboxylase, N-terminal domain	2	
pfam00290	Trp_syntA - Tryptophan synthase alpha chain	1	
pfam00291	PALP - Pyridoxal-phosphate dependent enzyme	6	
pfam00293	NUDIX - NUDIX domain	9	
pfam00294	PfkB - pfkB family carbohydrate kinase	4	
pfam00296	Bac_luciferase - Luciferase-like monooxygenase	1	
pfam00297	Ribosomal_L3 - Ribosomal protein L3	1	
pfam00298	Ribosomal_L11 - Ribosomal protein L11, RNA binding domain	1	
pfam00300	His_Phos_1 - Histidine phosphatase superfamily (branch 1)	5	
pfam00302	CAT - Chloramphenicol acetyltransferase	1	
pfam00303	Thymidylat_synt - Thymidylate synthase	1	
pfam00305	Lipoxygenase - Lipoxygenase	1	
pfam00306	ATP-synt_ab_C - ATP synthase alpha/beta chain, C terminal domain	1	
pfam00308	Bac_DnaA - Bacterial dnaA protein	1	
pfam00309	Sigma54_AID - Sigma-54 factor, Activator interacting domain (AID)	1	
pfam00310	GATase_2 - Glutamine amidotransferases class-II	1	
pfam00311	PEPcase - Phosphoenolpyruvate carboxylase	2	
pfam00312	Ribosomal_S15 - Ribosomal protein S15	1	
pfam00313	CSD - 'Cold-shock' DNA-binding domain	3	
pfam00316	FBPase - Fructose-1-6-bisphosphatase, N-terminal domain	1	
pfam00317	Ribonuc_red_lgN - Ribonucleotide reductase, all-alpha domain	1	
pfam00318	Ribosomal_S2 - Ribosomal protein S2	1	
pfam00326	Peptidase_S9 - Prolyl oligopeptidase family	19	
pfam00327	Ribosomal_L30 - Ribosomal protein L30p/L7e	1	
pfam00330	Aconitase - Aconitase family (aconitate hydratase)	3	
pfam00333	Ribosomal_S5 - Ribosomal protein S5, N-terminal domain	1	
pfam00334	NDK - Nucleoside diphosphate kinase	1	
pfam00338	Ribosomal_S10 - Ribosomal protein S10p/S20e	1	
pfam00342	PGI - Phosphoglucose isomerase	1	
pfam00343	Phosphorylase - Carbohydrate phosphorylase	1	
pfam00344	SecY - SecY translocase	1	
pfam00347	Ribosomal_L6 - Ribosomal protein L6	1	
pfam00348	polyprenyl_synt - Polyprenyl synthetase	2	
pfam00351	Biopterin_H - Biopterin-dependent aromatic amino acid hydroxylase	1	
pfam00355	Rieske - Rieske [2Fe-2S] domain	3	
pfam00356	LacI - Bacterial regulatory proteins, lacI family	8	
pfam00361	Proton_antipo_M - Proton-conducting membrane transporter	3	
pfam00364	Biotin_lipoyl - Biotin-requiring enzyme	5	
pfam00365	PFK - Phosphofructokinase	3	
pfam00366	Ribosomal_S17 - Ribosomal protein S17	1	
pfam00370	FGGY_N - FGGY family of carbohydrate kinases, N-terminal domain	4	
pfam00375	SDF - Sodium:dicarboxylate symporter family	1	
pfam00378	ECH_1 - Enoyl-CoA hydratase/isomerase	4	
pfam00380	Ribosomal_S9 - Ribosomal protein S9/S16	1	
pfam00383	dCMP_cyt_deam_1 - Cytidine and deoxycytidylate deaminase zinc-binding region	4	
pfam00384	Molybdopterin - Molybdopterin oxidoreductase	1	
pfam00389	2-Hacid_dh - D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	2	
pfam00390	malic - Malic enzyme, N-terminal domain	1	
pfam00391	PEP-utilizers - PEP-utilising enzyme, mobile domain	1	
pfam00392	GntR - Bacterial regulatory proteins, gntR family	2	
pfam00393	6PGD - 6-phosphogluconate dehydrogenase, C-terminal domain	1	
pfam00394	Cu-oxidase - Multicopper oxidase	1	
pfam00398	RrnaAD - Ribosomal RNA adenine dimethylase	1	
pfam00400	WD40 - WD domain, G-beta repeat	1	
pfam00403	HMA - Heavy-metal-associated domain	3	
pfam00406	ADK - Adenylate kinase	1	
pfam00408	PGM_PMM_IV - Phosphoglucomutase/phosphomannomutase, C-terminal domain	2	
pfam00410	Ribosomal_S8 - Ribosomal protein S8	1	
pfam00411	Ribosomal_S11 - Ribosomal protein S11	1	
pfam00416	Ribosomal_S13 - Ribosomal protein S13/S18	1	
pfam00420	Oxidored_q2 - NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	1	
pfam00425	Chorismate_bind - chorismate binding enzyme	3	
pfam00430	ATP-synt_B - ATP synthase B/B' CF(0)	1	
pfam00436	SSB - Single-strand binding protein family	3	
pfam00438	S-AdoMet_synt_N - S-adenosylmethionine synthetase, N-terminal domain	2	
pfam00440	TetR_N - Bacterial regulatory proteins, tetR family	9	
pfam00441	Acyl-CoA_dh_1 - Acyl-CoA dehydrogenase, C-terminal domain	8	
pfam00444	Ribosomal_L36 - Ribosomal protein L36	1	
pfam00448	SRP54 - SRP54-type protein, GTPase domain	2	
pfam00450	Peptidase_S10 - Serine carboxypeptidase	3	
pfam00453	Ribosomal_L20 - Ribosomal protein L20	1	
pfam00455	DeoRC - DeoR C terminal sensor domain	1	
pfam00456	Transketolase_N - Transketolase, thiamine diphosphate binding domain	1	
pfam00459	Inositol_P - Inositol monophosphatase family	2	
pfam00464	SHMT - Serine hydroxymethyltransferase	1	
pfam00466	Ribosomal_L10 - Ribosomal protein L10	1	
pfam00467	KOW - KOW motif	2	
pfam00468	Ribosomal_L34 - Ribosomal protein L34	1	
pfam00471	Ribosomal_L33 - Ribosomal protein L33	1	
pfam00472	RF-1 - RF-1 domain	3	
pfam00474	SSF - Sodium:solute symporter family	13	
pfam00475	IGPD - Imidazoleglycerol-phosphate dehydratase	1	
pfam00476	DNA_pol_A - DNA polymerase family A	1	
pfam00478	IMPDH - IMP dehydrogenase / GMP reductase domain	1	
pfam00480	ROK - ROK family	5	
pfam00483	NTP_transferase - Nucleotidyl transferase	2	
pfam00484	Pro_CA - Carbonic anhydrase	3	
pfam00485	PRK - Phosphoribulokinase / Uridine kinase family	1	
pfam00486	Trans_reg_C - Transcriptional regulatory protein, C terminal	6	
pfam00487	FA_desaturase - Fatty acid desaturase	5	
pfam00488	MutS_V - MutS domain V	3	
pfam00490	ALAD - Delta-aminolevulinic acid dehydratase	1	
pfam00491	Arginase - Arginase family	4	
pfam00494	SQS_PSY - Squalene/phytoene synthase	1	
pfam00497	SBP_bac_3 - Bacterial extracellular solute-binding proteins, family 3	1	
pfam00501	AMP-binding - AMP-binding enzyme	9	
pfam00510	COX3 - Cytochrome c oxidase subunit III	4	
pfam00512	HisKA - His Kinase A (phospho-acceptor) domain	43	
pfam00515	TPR_1 - Tetratricopeptide repeat	3	
pfam00520	Ion_trans - Ion transport protein	1	
pfam00521	DNA_topoisoIV - DNA gyrase/topoisomerase IV, subunit A	2	
pfam00528	BPD_transp_1 - Binding-protein-dependent transport system inner membrane component	2	
pfam00529	HlyD - HlyD membrane-fusion protein of T1SS	1	
pfam00532	Peripla_BP_1 - Periplasmic binding proteins and sugar binding domain of LacI family	3	
pfam00533	BRCT - BRCA1 C Terminus (BRCT) domain	1	
pfam00534	Glycos_transf_1 - Glycosyl transferases group 1	20	
pfam00535	Glycos_transf_2 - Glycosyl transferase family 2	17	
pfam00542	Ribosomal_L12 - Ribosomal protein L7/L12 C-terminal domain	1	
pfam00543	P-II - Nitrogen regulatory protein P-II	2	
pfam00549	Ligase_CoA - CoA-ligase	2	
pfam00550	PP-binding - Phosphopantetheine attachment site	5	
pfam00551	Formyl_trans_N - Formyl transferase	4	
pfam00557	Peptidase_M24 - Metallopeptidase family M24	8	
pfam00561	Abhydrolase_1 - alpha/beta hydrolase fold	12	
pfam00562	RNA_pol_Rpb2_6 - RNA polymerase Rpb2, domain 6	1	
pfam00565	SNase - Staphylococcal nuclease homologue	1	
pfam00570	HRDC - HRDC domain	2	
pfam00571	CBS - CBS domain	12	
pfam00572	Ribosomal_L13 - Ribosomal protein L13	1	
pfam00573	Ribosomal_L4 - Ribosomal protein L4/L1 family	1	
pfam00574	CLP_protease - Clp protease	1	
pfam00575	S1 - S1 RNA binding domain	4	
pfam00578	AhpC-TSA - AhpC/TSA family	14	
pfam00579	tRNA-synt_1b - tRNA synthetases class I (W and Y)	2	
pfam00580	UvrD-helicase - UvrD/REP helicase N-terminal domain	2	
pfam00581	Rhodanese - Rhodanese-like domain	12	
pfam00582	Usp - Universal stress protein family	9	
pfam00583	Acetyltransf_1 - Acetyltransferase (GNAT) family	11	
pfam00584	SecE - SecE/Sec61-gamma subunits of protein translocation complex	1	
pfam00586	AIRS - AIR synthase related protein, N-terminal domain	2	
pfam00587	tRNA-synt_2b - tRNA synthetase class II core domain (G, H, P, S and T)	4	
pfam00588	SpoU_methylase - SpoU rRNA Methylase family	3	
pfam00589	Phage_integrase - Phage integrase family	25	
pfam00590	TP_methylase - Tetrapyrrole (Corrin/Porphyrin) Methylases	2	
pfam00591	Glycos_transf_3 - Glycosyl transferase family, a/b domain	1	
pfam00593	TonB_dep_Rec - TonB dependent receptor	20	
pfam00596	Aldolase_II - Class II Aldolase and Adducin N-terminal domain	2	
pfam00623	RNA_pol_Rpb1_2 - RNA polymerase Rpb1, domain 2	1	
pfam00625	Guanylate_kin - Guanylate kinase	1	
pfam00633	HHH - Helix-hairpin-helix motif	2	
pfam00639	Rotamase - PPIC-type PPIASE domain	1	
pfam00662	Proton_antipo_N - NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	2	
pfam00664	ABC_membrane - ABC transporter transmembrane region	9	
pfam00665	rve - Integrase core domain	4	
pfam00668	Condensation - Condensation domain	3	
pfam00670	AdoHcyase_NAD - S-adenosyl-L-homocysteine hydrolase, NAD binding domain	2	
pfam00672	HAMP - HAMP domain	2	
pfam00673	Ribosomal_L5_C - ribosomal L5P family C-terminus	1	
pfam00675	Peptidase_M16 - Insulinase (Peptidase family M16)	5	
pfam00676	E1_dh - Dehydrogenase E1 component	4	
pfam00677	Lum_binding - Lumazine binding domain	1	
pfam00679	EFG_C - Elongation factor G C-terminus	3	
pfam00682	HMGL-like - HMGL-like	3	
pfam00684	DnaJ_CXXCXGXG - DnaJ central domain	1	
pfam00687	Ribosomal_L1 - Ribosomal protein L1p/L10e family	1	
pfam00689	Cation_ATPase_C - Cation transporting ATPase, C-terminus	4	
pfam00690	Cation_ATPase_N - Cation transporter/ATPase, N-terminus	4	
pfam00691	OmpA - OmpA family	7	
pfam00692	dUTPase - dUTPase	1	
pfam00694	Aconitase_C - Aconitase C-terminal domain	3	
pfam00696	AA_kinase - Amino acid kinase family	7	
pfam00697	PRAI - N-(5'phosphoribosyl)anthranilate (PRA) isomerase	1	
pfam00698	Acyl_transf_1 - Acyl transferase domain	2	
pfam00701	DHDPS - Dihydrodipicolinate synthetase family	3	
pfam00702	Hydrolase - haloacid dehalogenase-like hydrolase	8	
pfam00703	Glyco_hydro_2 - Glycosyl hydrolases family 2	3	
pfam00704	Glyco_hydro_18 - Glycosyl hydrolases family 18	3	
pfam00707	IF3_C - Translation initiation factor IF-3, C-terminal domain	1	
pfam00708	Acylphosphatase - Acylphosphatase	1	
pfam00709	Adenylsucc_synt - Adenylosuccinate synthetase	1	
pfam00710	Asparaginase - Asparaginase, N-terminal	1	
pfam00712	DNA_pol3_beta - DNA polymerase III beta subunit, N-terminal domain	1	
pfam00717	Peptidase_S24 - Peptidase S24-like	1	
pfam00719	Pyrophosphatase - Inorganic pyrophosphatase	1	
pfam00722	Glyco_hydro_16 - Glycosyl hydrolases family 16	4	
pfam00724	Oxidored_FMN - NADH:flavin oxidoreductase / NADH oxidase family	3	
pfam00725	3HCDH - 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	3	
pfam00728	Glyco_hydro_20 - Glycosyl hydrolase family 20, catalytic domain	3	
pfam00730	HhH-GPD - HhH-GPD superfamily base excision DNA repair protein	2	
pfam00731	AIRC - AIR carboxylase	1	
pfam00732	GMC_oxred_N - GMC oxidoreductase	8	
pfam00733	Asn_synthase - Asparagine synthase	2	
pfam00742	Homoserine_dh - Homoserine dehydrogenase	1	
pfam00743	FMO-like - Flavin-binding monooxygenase-like	1	
pfam00745	GlutR_dimer - Glutamyl-tRNAGlu reductase, dimerisation domain	1	
pfam00749	tRNA-synt_1c - tRNA synthetases class I (E and Q), catalytic domain	2	
pfam00750	tRNA-synt_1d - tRNA synthetases class I (R)	1	
pfam00753	Lactamase_B - Metallo-beta-lactamase superfamily	9	
pfam00754	F5_F8_type_C - F5/8 type C domain	3	
pfam00756	Esterase - Putative esterase	6	
pfam00759	Glyco_hydro_9 - Glycosyl hydrolase family 9	1	
pfam00762	Ferrochelatase - Ferrochelatase	1	
pfam00763	THF_DHG_CYH - Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	1	
pfam00764	Arginosuc_synth - Arginosuccinate synthase	1	
pfam00766	ETF_alpha - Electron transfer flavoprotein FAD-binding domain	1	
pfam00772	DnaB - DnaB-like helicase N terminal domain	1	
pfam00773	RNB - RNB domain	1	
pfam00775	Dioxygenase_C - Dioxygenase	2	
pfam00793	DAHP_synth_1 - DAHP synthetase I family	3	
pfam00795	CN_hydrolase - Carbon-nitrogen hydrolase	5	
pfam00800	PDT - Prephenate dehydratase	1	
pfam00801	PKD - PKD domain	9	
pfam00809	Pterin_bind - Pterin binding enzyme	2	
pfam00814	Peptidase_M22 - Glycoprotease family	2	
pfam00815	Histidinol_dh - Histidinol dehydrogenase	1	
pfam00817	IMS - impB/mucB/samB family	2	
pfam00821	PEPCK - Phosphoenolpyruvate carboxykinase	1	
pfam00825	Ribonuclease_P - Ribonuclease P	1	
pfam00828	Ribosomal_L27A - Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	1	
pfam00829	Ribosomal_L21p - Ribosomal prokaryotic L21 protein	1	
pfam00830	Ribosomal_L28 - Ribosomal L28 family	1	
pfam00831	Ribosomal_L29 - Ribosomal L29 protein	1	
pfam00834	Ribul_P_3_epim - Ribulose-phosphate 3 epimerase family	1	
pfam00842	Ala_racemase_C - Alanine racemase, C-terminal domain	3	
pfam00849	PseudoU_synth_2 - RNA pseudouridylate synthase	7	
pfam00850	Hist_deacetyl - Histone deacetylase domain	1	
pfam00854	PTR2 - POT family	1	
pfam00857	Isochorismatase - Isochorismatase family	1	
pfam00861	Ribosomal_L18p - Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	1	
pfam00871	Acetate_kinase - Acetokinase family	1	
pfam00872	Transposase_mut - Transposase, Mutator family	1	
pfam00873	ACR_tran - AcrB/AcrD/AcrF family	13	
pfam00875	DNA_photolyase - DNA photolyase	3	
pfam00877	NLPC_P60 - NlpC/P60 family	2	
pfam00881	Nitroreductase - Nitroreductase family	2	
pfam00883	Peptidase_M17 - Cytosol aminopeptidase family, catalytic domain	1	
pfam00884	Sulfatase - Sulfatase	24	
pfam00885	DMRL_synthase - 6,7-dimethyl-8-ribityllumazine synthase	1	
pfam00886	Ribosomal_S16 - Ribosomal protein S16	1	
pfam00887	ACBP - Acyl CoA binding protein	1	
pfam00889	EF_TS - Elongation factor TS	1	
pfam00890	FAD_binding_2 - FAD binding domain	3	
pfam00891	Methyltransf_2 - O-methyltransferase	1	
pfam00892	EamA - EamA-like transporter family	4	
pfam00899	ThiF - ThiF family	2	
pfam00902	TatC - Sec-independent protein translocase protein (TatC)	1	
pfam00903	Glyoxalase - Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	9	
pfam00905	Transpeptidase - Penicillin binding protein transpeptidase domain	3	
pfam00908	dTDP_sugar_isom - dTDP-4-dehydrorhamnose 3,5-epimerase	1	
pfam00909	Ammonium_transp - Ammonium Transporter Family	2	
pfam00912	Transgly - Transglycosylase	2	
pfam00916	Sulfate_transp - Sulfate permease family	3	
pfam00919	UPF0004 - Uncharacterized protein family UPF0004	3	
pfam00920	ILVD_EDD - Dehydratase family	2	
pfam00923	TAL_FSA - Transaldolase/Fructose-6-phosphate aldolase	1	
pfam00924	MS_channel - Mechanosensitive ion channel	10	
pfam00925	GTP_cyclohydro2 - GTP cyclohydrolase II	1	
pfam00926	DHBP_synthase - 3,4-dihydroxy-2-butanone 4-phosphate synthase	1	
pfam00929	RNase_T - Exonuclease	5	
pfam00930	DPPIV_N - Dipeptidyl peptidase IV (DPP IV) N-terminal region	7	
pfam00932	LTD - Lamin Tail Domain	1	
pfam00933	Glyco_hydro_3 - Glycosyl hydrolase family 3 N terminal domain	3	
pfam00939	Na_sulph_symp - Sodium:sulfate symporter transmembrane region	2	
pfam00953	Glycos_transf_4 - Glycosyl transferase family 4	2	
pfam00958	GMP_synt_C - GMP synthase C terminal domain	1	
pfam00970	FAD_binding_6 - Oxidoreductase FAD-binding domain	3	
pfam00975	Thioesterase - Thioesterase domain	3	
pfam00977	His_biosynth - Histidine biosynthesis protein	4	
pfam00984	UDPG_MGDP_dh - UDP-glucose/GDP-mannose dehydrogenase family, central domain	2	
pfam00986	DNA_gyraseB_C - DNA gyrase B subunit, carboxyl terminus	1	
pfam00988	CPSase_sm_chain - Carbamoyl-phosphate synthase small chain, CPSase domain	1	
pfam00989	PAS - PAS fold	1	
pfam00994	MoCF_biosynth - Probable molybdopterin binding domain	5	
pfam00999	Na_H_Exchanger - Sodium/hydrogen exchanger family	7	
pfam01000	RNA_pol_A_bac - RNA polymerase Rpb3/RpoA insert domain	1	
pfam01011	PQQ - PQQ enzyme repeat	3	
pfam01012	ETF - Electron transfer flavoprotein domain	2	
pfam01016	Ribosomal_L27 - Ribosomal L27 protein	1	
pfam01018	GTP1_OBG - GTP1/OBG	1	
pfam01019	G_glu_transpept - Gamma-glutamyltranspeptidase	2	
pfam01022	HTH_5 - Bacterial regulatory protein, arsR family	3	
pfam01025	GrpE - GrpE	1	
pfam01026	TatD_DNase - TatD related DNase	2	
pfam01029	NusB - NusB family	1	
pfam01032	FecCD - FecCD transport family	2	
pfam01035	DNA_binding_1 - 6-O-methylguanine DNA methyltransferase, DNA binding domain	2	
pfam01036	Bac_rhodopsin - Bacteriorhodopsin-like protein	1	
pfam01037	AsnC_trans_reg - Lrp/AsnC ligand binding domain	2	
pfam01039	Carboxyl_trans - Carboxyl transferase domain	3	
pfam01040	UbiA - UbiA prenyltransferase family	5	
pfam01041	DegT_DnrJ_EryC1 - DegT/DnrJ/EryC1/StrS aminotransferase family	4	
pfam01042	Ribonuc_L-PSP - Endoribonuclease L-PSP	5	
pfam01043	SecA_PP_bind - SecA preprotein cross-linking domain	1	
pfam01047	MarR - MarR family	5	
pfam01048	PNP_UDP_1 - Phosphorylase superfamily	3	
pfam01050	MannoseP_isomer - Mannose-6-phosphate isomerase	1	
pfam01053	Cys_Met_Meta_PP - Cys/Met metabolism PLP-dependent enzyme	5	
pfam01055	Glyco_hydro_31 - Glycosyl hydrolases family 31	1	
pfam01062	Bestrophin - Bestrophin, RFP-TM, chloride channel	1	
pfam01063	Aminotran_4 - Amino-transferase class IV	3	
pfam01066	CDP-OH_P_transf - CDP-alcohol phosphatidyltransferase	1	
pfam01068	DNA_ligase_A_M - ATP dependent DNA ligase domain	1	
pfam01070	FMN_dh - FMN-dependent dehydrogenase	1	
pfam01071	GARS_A - Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	1	
pfam01077	NIR_SIR - Nitrite and sulphite reductase 4Fe-4S domain	1	
pfam01078	Mg_chelatase - Magnesium chelatase, subunit ChlI	1	
pfam01081	Aldolase - KDPG and KHG aldolase	1	
pfam01084	Ribosomal_S18 - Ribosomal protein S18	1	
pfam01098	FTSW_RODA_SPOVE - Cell cycle protein	2	
pfam01103	Bac_surface_Ag - Surface antigen	10	
pfam01106	NifU - NifU-like domain	2	
pfam01112	Asparaginase_2 - Asparaginase	1	
pfam01113	DapB_N - Dihydrodipicolinate reductase, N-terminus	1	
pfam01116	F_bP_aldolase - Fructose-bisphosphate aldolase class-II	1	
pfam01118	Semialdhyde_dh - Semialdehyde dehydrogenase, NAD binding domain	3	
pfam01119	DNA_mis_repair - DNA mismatch repair protein, C-terminal domain	1	
pfam01120	Alpha_L_fucos - Alpha-L-fucosidase	2	
pfam01121	CoaE - Dephospho-CoA kinase	1	
pfam01128	IspD - 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	1	
pfam01131	Topoisom_bac - DNA topoisomerase	1	
