Pfam ID	Pfam Name	Gene Count	
pfam00266	Aminotran_5 - Aminotransferase class-V	8	
pfam00268	Ribonuc_red_sm - Ribonucleotide reductase, small chain	1	
pfam00270	DEAD - DEAD/DEAH box helicase	41	
pfam00271	Helicase_C - Helicase conserved C-terminal domain	76	
pfam00275	EPSP_synthase - EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	1	
pfam00276	Ribosomal_L23 - Ribosomal protein L23	2	
pfam00278	Orn_DAP_Arg_deC - Pyridoxal-dependent decarboxylase, C-terminal sheet domain	1	
pfam00281	Ribosomal_L5 - Ribosomal protein L5	2	
pfam00282	Pyridoxal_deC - Pyridoxal-dependent decarboxylase conserved domain	6	
pfam00285	Citrate_synt - Citrate synthase, C-terminal domain	4	
pfam00288	GHMP_kinases_N - GHMP kinases N terminal domain	5	
pfam00289	Biotin_carb_N - Biotin carboxylase, N-terminal domain	5	
pfam00290	Trp_syntA - Tryptophan synthase alpha chain	1	
pfam00291	PALP - Pyridoxal-phosphate dependent enzyme	10	
pfam00293	NUDIX - NUDIX domain	13	
pfam00294	PfkB - pfkB family carbohydrate kinase	4	
pfam00295	Glyco_hydro_28 - Glycosyl hydrolases family 28	11	
pfam00296	Bac_luciferase - Luciferase-like monooxygenase	3	
pfam00297	Ribosomal_L3 - Ribosomal protein L3	2	
pfam00298	Ribosomal_L11 - Ribosomal protein L11, RNA binding domain	2	
pfam00300	His_Phos_1 - Histidine phosphatase superfamily (branch 1)	14	
pfam00303	Thymidylat_synt - Thymidylate synthase	1	
pfam00305	Lipoxygenase - Lipoxygenase	1	
pfam00306	ATP-synt_ab_C - ATP synthase alpha/beta chain, C terminal domain	1	
pfam00307	CH - Calponin homology (CH) domain	6	
pfam00310	GATase_2 - Glutamine amidotransferases class-II	1	
pfam00312	Ribosomal_S15 - Ribosomal protein S15	2	
pfam00314	Thaumatin - Thaumatin family	2	
pfam00316	FBPase - Fructose-1-6-bisphosphatase, N-terminal domain	1	
pfam00317	Ribonuc_red_lgN - Ribonucleotide reductase, all-alpha domain	1	
pfam00318	Ribosomal_S2 - Ribosomal protein S2	2	
pfam00319	SRF-TF - SRF-type transcription factor (DNA-binding and dimerisation domain)	3	
pfam00320	GATA - GATA zinc finger	7	
pfam00324	AA_permease - Amino acid permease	6	
pfam00326	Peptidase_S9 - Prolyl oligopeptidase family	6	
pfam00327	Ribosomal_L30 - Ribosomal protein L30p/L7e	2	
pfam00328	His_Phos_2 - Histidine phosphatase superfamily (branch 2)	9	
pfam00329	Complex1_30kDa - Respiratory-chain NADH dehydrogenase, 30 Kd subunit	1	
pfam00330	Aconitase - Aconitase family (aconitate hydratase)	4	
pfam00331	Glyco_hydro_10 - Glycosyl hydrolase family 10	4	
pfam00332	Glyco_hydro_17 - Glycosyl hydrolases family 17	1	
pfam00333	Ribosomal_S5 - Ribosomal protein S5, N-terminal domain	2	
pfam00334	NDK - Nucleoside diphosphate kinase	1	
pfam00338	Ribosomal_S10 - Ribosomal protein S10p/S20e	2	
pfam00339	Arrestin_N - Arrestin (or S-antigen), N-terminal domain	6	
pfam00342	PGI - Phosphoglucose isomerase	1	
pfam00343	Phosphorylase - Carbohydrate phosphorylase	1	
pfam00344	SecY - SecY translocase	1	
pfam00346	Complex1_49kDa - Respiratory-chain NADH dehydrogenase, 49 Kd subunit	1	
pfam00347	Ribosomal_L6 - Ribosomal protein L6	2	
pfam00348	polyprenyl_synt - Polyprenyl synthetase	4	
pfam00349	Hexokinase_1 - Hexokinase	4	
pfam00350	Dynamin_N - Dynamin family	11	
pfam00352	TBP - Transcription factor TFIID (or TATA-binding protein, TBP)	1	
pfam00355	Rieske - Rieske [2Fe-2S] domain	3	
pfam00360	PHY - Phytochrome region	1	
pfam00361	Proton_antipo_M - Proton-conducting membrane transporter	4	
pfam00364	Biotin_lipoyl - Biotin-requiring enzyme	9	
pfam00365	PFK - Phosphofructokinase	1	
pfam00366	Ribosomal_S17 - Ribosomal protein S17	2	
pfam00368	HMG-CoA_red - Hydroxymethylglutaryl-coenzyme A reductase	1	
pfam00370	FGGY_N - FGGY family of carbohydrate kinases, N-terminal domain	3	
pfam00378	ECH_1 - Enoyl-CoA hydratase/isomerase	8	
pfam00380	Ribosomal_S9 - Ribosomal protein S9/S16	2	
pfam00382	TFIIB - Transcription factor TFIIB repeat	2	
pfam00383	dCMP_cyt_deam_1 - Cytidine and deoxycytidylate deaminase zinc-binding region	8	
pfam00384	Molybdopterin - Molybdopterin oxidoreductase	1	
pfam00385	Chromo - Chromo (CHRromatin Organisation MOdifier) domain	4	
pfam00387	PI-PLC-Y - Phosphatidylinositol-specific phospholipase C, Y domain	2	
pfam00388	PI-PLC-X - Phosphatidylinositol-specific phospholipase C, X domain	3	
pfam00389	2-Hacid_dh - D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	7	
pfam00390	malic - Malic enzyme, N-terminal domain	1	
pfam00393	6PGD - 6-phosphogluconate dehydrogenase, C-terminal domain	2	
pfam00394	Cu-oxidase - Multicopper oxidase	19	
pfam00397	WW - WW domain	10	
pfam00398	RrnaAD - Ribosomal RNA adenine dimethylase	1	
pfam00399	PIR - Yeast PIR protein repeat	2	
pfam00400	WD40 - WD domain, G-beta repeat	88	
pfam00403	HMA - Heavy-metal-associated domain	5	
pfam00406	ADK - Adenylate kinase	3	
pfam00408	PGM_PMM_IV - Phosphoglucomutase/phosphomannomutase, C-terminal domain	3	
pfam00410	Ribosomal_S8 - Ribosomal protein S8	2	
pfam00411	Ribosomal_S11 - Ribosomal protein S11	2	
pfam00412	LIM - LIM domain	4	
pfam00415	RCC1 - Regulator of chromosome condensation (RCC1) repeat	4	
pfam00416	Ribosomal_S13 - Ribosomal protein S13/S18	2	
pfam00425	Chorismate_bind - chorismate binding enzyme	2	
pfam00428	Ribosomal_60s - 60s Acidic ribosomal protein	4	
pfam00432	Prenyltrans - Prenyltransferase and squalene oxidase repeat	3	
pfam00433	Pkinase_C - Protein kinase C terminal domain	3	
pfam00436	SSB - Single-strand binding protein family	1	
pfam00438	S-AdoMet_synt_N - S-adenosylmethionine synthetase, N-terminal domain	1	
pfam00439	Bromodomain - Bromodomain	9	
pfam00441	Acyl-CoA_dh_1 - Acyl-CoA dehydrogenase, C-terminal domain	10	
pfam00443	UCH - Ubiquitin carboxyl-terminal hydrolase	15	
pfam00444	Ribosomal_L36 - Ribosomal protein L36	1	
pfam00445	Ribonuclease_T2 - Ribonuclease T2 family	3	
pfam00447	HSF_DNA-bind - HSF-type DNA-binding	3	
pfam00448	SRP54 - SRP54-type protein, GTPase domain	2	
pfam00449	Urease_alpha - Urease alpha-subunit, N-terminal domain	1	
pfam00450	Peptidase_S10 - Serine carboxypeptidase	16	
pfam00454	PI3_PI4_kinase - Phosphatidylinositol 3- and 4-kinase	8	
pfam00456	Transketolase_N - Transketolase, thiamine diphosphate binding domain	2	
pfam00457	Glyco_hydro_11 - Glycosyl hydrolases family 11	5	
pfam00459	Inositol_P - Inositol monophosphatase family	3	
pfam00462	Glutaredoxin - Glutaredoxin	4	
pfam00463	ICL - Isocitrate lyase family	2	
pfam00464	SHMT - Serine hydroxymethyltransferase	2	
pfam00465	Fe-ADH - Iron-containing alcohol dehydrogenase	4	
pfam00466	Ribosomal_L10 - Ribosomal protein L10	2	
pfam00467	KOW - KOW motif	1	
pfam00468	Ribosomal_L34 - Ribosomal protein L34	1	
pfam00472	RF-1 - RF-1 domain	3	
pfam00474	SSF - Sodium:solute symporter family	3	
pfam00475	IGPD - Imidazoleglycerol-phosphate dehydratase	1	
pfam00476	DNA_pol_A - DNA polymerase family A	1	
pfam00478	IMPDH - IMP dehydrogenase / GMP reductase domain	1	
pfam00479	G6PD_N - Glucose-6-phosphate dehydrogenase, NAD binding domain	1	
pfam00481	PP2C - Protein phosphatase 2C	5	
pfam00483	NTP_transferase - Nucleotidyl transferase	3	
pfam00484	Pro_CA - Carbonic anhydrase	3	
pfam00485	PRK - Phosphoribulokinase / Uridine kinase family	1	
pfam00487	FA_desaturase - Fatty acid desaturase	7	
pfam00488	MutS_V - MutS domain V	6	
pfam00490	ALAD - Delta-aminolevulinic acid dehydratase	1	
pfam00491	Arginase - Arginase family	5	
pfam00493	MCM - MCM2/3/5 family	6	
pfam00494	SQS_PSY - Squalene/phytoene synthase	3	
pfam00498	FHA - FHA domain	10	
pfam00499	Oxidored_q3 - NADH-ubiquinone/plastoquinone oxidoreductase chain 6	1	
pfam00501	AMP-binding - AMP-binding enzyme	48	
pfam00503	G-alpha - G-protein alpha subunit	8	
pfam00505	HMG_box - HMG (high mobility group) box	7	
pfam00510	COX3 - Cytochrome c oxidase subunit III	1	
pfam00512	HisKA - His Kinase A (phospho-acceptor) domain	10	
pfam00514	Arm - Armadillo/beta-catenin-like repeat	2	
pfam00515	TPR_1 - Tetratricopeptide repeat	2	
pfam00520	Ion_trans - Ion transport protein	3	
pfam00521	DNA_topoisoIV - DNA gyrase/topoisomerase IV, subunit A	1	
pfam00533	BRCT - BRCA1 C Terminus (BRCT) domain	3	
pfam00534	Glycos_transf_1 - Glycosyl transferases group 1	5	
pfam00535	Glycos_transf_2 - Glycosyl transferase family 2	2	
pfam00536	SAM_1 - SAM domain (Sterile alpha motif)	2	
pfam00538	Linker_histone - linker histone H1 and H5 family	1	
pfam00542	Ribosomal_L12 - Ribosomal protein L7/L12 C-terminal domain	1	
pfam00544	Pec_lyase_C - Pectate lyase	1	
pfam00545	Ribonuclease - ribonuclease	2	
pfam00547	Urease_gamma - Urease, gamma subunit	1	
pfam00549	Ligase_CoA - CoA-ligase	4	
pfam00550	PP-binding - Phosphopantetheine attachment site	50	
pfam00551	Formyl_trans_N - Formyl transferase	2	
pfam00557	Peptidase_M24 - Metallopeptidase family M24	9	
pfam00561	Abhydrolase_1 - alpha/beta hydrolase fold	22	
pfam00562	RNA_pol_Rpb2_6 - RNA polymerase Rpb2, domain 6	3	
pfam00564	PB1 - PB1 domain	3	
pfam00565	SNase - Staphylococcal nuclease homologue	2	
pfam00566	RabGAP-TBC - Rab-GTPase-TBC domain	11	
pfam00567	TUDOR - Tudor domain	1	
pfam00568	WH1 - WH1 domain	1	
pfam00569	ZZ - Zinc finger, ZZ type	6	
pfam00570	HRDC - HRDC domain	2	
pfam00571	CBS - CBS domain	7	
pfam00572	Ribosomal_L13 - Ribosomal protein L13	2	
pfam00573	Ribosomal_L4 - Ribosomal protein L4/L1 family	2	
pfam00574	CLP_protease - Clp protease	1	
pfam00575	S1 - S1 RNA binding domain	4	
pfam00576	Transthyretin - HIUase/Transthyretin family	1	
pfam00578	AhpC-TSA - AhpC/TSA family	4	
pfam00579	tRNA-synt_1b - tRNA synthetases class I (W and Y)	5	
pfam00580	UvrD-helicase - UvrD/REP helicase N-terminal domain	1	
pfam00581	Rhodanese - Rhodanese-like domain	7	
pfam00582	Usp - Universal stress protein family	2	
pfam00583	Acetyltransf_1 - Acetyltransferase (GNAT) family	25	
pfam00584	SecE - SecE/Sec61-gamma subunits of protein translocation complex	1	
pfam00585	Thr_dehydrat_C - C-terminal regulatory domain of Threonine dehydratase	1	
pfam00586	AIRS - AIR synthase related protein, N-terminal domain	1	
pfam00587	tRNA-synt_2b - tRNA synthetase class II core domain (G, H, P, S and T)	7	
pfam00588	SpoU_methylase - SpoU rRNA Methylase family	2	
pfam00590	TP_methylase - Tetrapyrrole (Corrin/Porphyrin) Methylases	3	
pfam00591	Glycos_transf_3 - Glycosyl transferase family, a/b domain	1	
pfam00596	Aldolase_II - Class II Aldolase and Adducin N-terminal domain	8	
pfam00610	DEP - Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)	4	
pfam00611	FCH - Fes/CIP4, and EFC/F-BAR homology domain	5	
pfam00612	IQ - IQ calmodulin-binding motif	3	
pfam00613	PI3Ka - Phosphoinositide 3-kinase family, accessory domain (PIK domain)	2	
pfam00614	PLDc - Phospholipase D Active site motif	2	
pfam00615	RGS - Regulator of G protein signaling domain	4	
pfam00616	RasGAP - GTPase-activator protein for Ras-like GTPase	3	
pfam00617	RasGEF - RasGEF domain	4	
pfam00618	RasGEF_N - RasGEF N-terminal motif	4	
pfam00620	RhoGAP - RhoGAP domain	8	
pfam00621	RhoGEF - RhoGEF domain	6	
pfam00622	SPRY - SPRY domain	3	
pfam00623	RNA_pol_Rpb1_2 - RNA polymerase Rpb1, domain 2	3	
pfam00625	Guanylate_kin - Guanylate kinase	1	
pfam00626	Gelsolin - Gelsolin repeat	3	
pfam00627	UBA - UBA/TS-N domain	3	
pfam00628	PHD - PHD-finger	10	
pfam00631	G-gamma - GGL domain	1	
pfam00632	HECT - HECT-domain (ubiquitin-transferase)	6	
pfam00633	HHH - Helix-hairpin-helix motif	1	
pfam00635	Motile_Sperm - MSP (Major sperm protein) domain	1	
pfam00636	Ribonuclease_3 - Ribonuclease III domain	4	
pfam00637	Clathrin - Region in Clathrin and VPS	3	
pfam00638	Ran_BP1 - RanBP1 domain	2	
pfam00639	Rotamase - PPIC-type PPIASE domain	1	
pfam00641	zf-RanBP - Zn-finger in Ran binding protein and others	1	
pfam00642	zf-CCCH - Zinc finger C-x8-C-x5-C-x3-H type (and similar)	9	
pfam00644	PARP - Poly(ADP-ribose) polymerase catalytic domain	1	
pfam00645	zf-PARP - Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region	1	
pfam00646	F-box - F-box domain	9	
pfam00647	EF1G - Elongation factor 1 gamma, conserved domain	1	
pfam00648	Peptidase_C2 - Calpain family cysteine protease	2	
pfam00649	Copper-fist - Copper fist DNA binding domain	3	
pfam00650	CRAL_TRIO - CRAL/TRIO domain	5	
pfam00651	BTB - BTB/POZ domain	21	
pfam00653	BIR - Inhibitor of Apoptosis domain	1	
pfam00654	Voltage_CLC - Voltage gated chloride channel	4	
pfam00656	Peptidase_C14 - Caspase domain	9	
pfam00657	Lipase_GDSL - GDSL-like Lipase/Acylhydrolase	3	
pfam00658	PABP - Poly-adenylate binding protein, unique domain	1	
pfam00662	Proton_antipo_N - NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	1	
pfam00664	ABC_membrane - ABC transporter transmembrane region	14	
pfam00667	FAD_binding_1 - FAD binding domain	5	
pfam00668	Condensation - Condensation domain	5	
pfam00670	AdoHcyase_NAD - S-adenosyl-L-homocysteine hydrolase, NAD binding domain	1	
pfam00673	Ribosomal_L5_C - ribosomal L5P family C-terminus	2	
pfam00675	Peptidase_M16 - Insulinase (Peptidase family M16)	6	
pfam00676	E1_dh - Dehydrogenase E1 component	3	
pfam00677	Lum_binding - Lumazine binding domain	1	
pfam00679	EFG_C - Elongation factor G C-terminus	6	
pfam00682	HMGL-like - HMGL-like	5	
pfam00684	DnaJ_CXXCXGXG - DnaJ central domain	4	
pfam00686	CBM_20 - Starch binding domain	1	
pfam00687	Ribosomal_L1 - Ribosomal protein L1p/L10e family	3	
pfam00689	Cation_ATPase_C - Cation transporting ATPase, C-terminus	5	
pfam00690	Cation_ATPase_N - Cation transporter/ATPase, N-terminus	7	
pfam00692	dUTPase - dUTPase	1	
pfam00694	Aconitase_C - Aconitase C-terminal domain	4	
pfam00696	AA_kinase - Amino acid kinase family	3	
pfam00697	PRAI - N-(5'phosphoribosyl)anthranilate (PRA) isomerase	1	
pfam00698	Acyl_transf_1 - Acyl transferase domain	39	
pfam00699	Urease_beta - Urease beta subunit	1	
pfam00701	DHDPS - Dihydrodipicolinate synthetase family	6	
pfam00702	Hydrolase - haloacid dehalogenase-like hydrolase	13	
pfam00703	Glyco_hydro_2 - Glycosyl hydrolases family 2	1	
pfam00704	Glyco_hydro_18 - Glycosyl hydrolases family 18	9	
pfam00705	PCNA_N - Proliferating cell nuclear antigen, N-terminal domain	1	
pfam00707	IF3_C - Translation initiation factor IF-3, C-terminal domain	1	
pfam00708	Acylphosphatase - Acylphosphatase	3	
pfam00709	Adenylsucc_synt - Adenylosuccinate synthetase	1	
pfam00717	Peptidase_S24 - Peptidase S24-like	3	
pfam00719	Pyrophosphatase - Inorganic pyrophosphatase	1	
pfam00722	Glyco_hydro_16 - Glycosyl hydrolases family 16	14	
pfam00723	Glyco_hydro_15 - Glycosyl hydrolases family 15	2	
pfam00724	Oxidored_FMN - NADH:flavin oxidoreductase / NADH oxidase family	6	
pfam00725	3HCDH - 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	2	
pfam00728	Glyco_hydro_20 - Glycosyl hydrolase family 20, catalytic domain	3	
pfam00730	HhH-GPD - HhH-GPD superfamily base excision DNA repair protein	4	
pfam00731	AIRC - AIR carboxylase	1	
pfam00732	GMC_oxred_N - GMC oxidoreductase	28	
pfam00733	Asn_synthase - Asparagine synthase	4	
pfam00734	CBM_1 - Fungal cellulose binding domain	5	
pfam00735	Septin - Septin	6	
pfam00736	EF1_GNE - EF-1 guanine nucleotide exchange domain	1	
pfam00742	Homoserine_dh - Homoserine dehydrogenase	1	
pfam00743	FMO-like - Flavin-binding monooxygenase-like	18	
pfam00749	tRNA-synt_1c - tRNA synthetases class I (E and Q), catalytic domain	3	
pfam00750	tRNA-synt_1d - tRNA synthetases class I (R)	1	
pfam00752	XPG_N - XPG N-terminal domain	5	
pfam00753	Lactamase_B - Metallo-beta-lactamase superfamily	11	
pfam00755	Carn_acyltransf - Choline/Carnitine o-acyltransferase	2	
pfam00756	Esterase - Putative esterase	1	
pfam00762	Ferrochelatase - Ferrochelatase	1	
pfam00763	THF_DHG_CYH - Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	2	
pfam00764	Arginosuc_synth - Arginosuccinate synthase	1	
pfam00766	ETF_alpha - Electron transfer flavoprotein FAD-binding domain	1	
pfam00773	RNB - RNB domain	3	
pfam00775	Dioxygenase_C - Dioxygenase	4	
pfam00780	CNH - CNH domain	3	
pfam00781	DAGK_cat - Diacylglycerol kinase catalytic domain	2	
pfam00782	DSPc - Dual specificity phosphatase, catalytic domain	7	
pfam00786	PBD - P21-Rho-binding domain	2	
pfam00787	PX - PX domain	12	
pfam00788	RA - Ras association (RalGDS/AF-6) domain	1	
pfam00789	UBX - UBX domain	6	
pfam00790	VHS - VHS domain	3	
pfam00792	PI3K_C2 - Phosphoinositide 3-kinase C2	1	
pfam00793	DAHP_synth_1 - DAHP synthetase I family	3	
pfam00795	CN_hydrolase - Carbon-nitrogen hydrolase	8	
pfam00797	Acetyltransf_2 - N-acetyltransferase	2	
