Pfam ID	Pfam Name	Gene Count (assembled)	
pfam00124	Photosynthetic reaction centre protein	8	
pfam00125	Core histone H2A/H2B/H3/H4	1	
pfam00126	Bacterial regulatory helix-turn-helix protein, lysR family	36	
pfam00127	Copper binding proteins, plastocyanin/azurin family	17	
pfam00128	Alpha amylase, catalytic domain	27	
pfam00132	Bacterial transferase hexapeptide (six repeats)	105	
pfam00133	tRNA synthetases class I (I, L, M and V)	206	
pfam00134	Cyclin, N-terminal domain	1	
pfam00135	Carboxylesterase family	7	
pfam00136	DNA polymerase family B	6	
pfam00137	ATP synthase subunit C	20	
pfam00140	Sigma-70 factor, region 1.2	41	
pfam00141	Peroxidase	18	
pfam00142	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family	1	
pfam00144	Beta-lactamase	36	
pfam00145	C-5 cytosine-specific DNA methylase	211	
pfam00146	NADH dehydrogenase	48	
pfam00148	Nitrogenase component 1 type Oxidoreductase	4	
pfam00149	Calcineurin-like phosphoesterase	56	
pfam00152	tRNA synthetases class II (D, K and N)	117	
pfam00154	recA bacterial DNA recombination protein	39	
pfam00155	Aminotransferase class I and II	211	
pfam00156	Phosphoribosyl transferase domain	88	
pfam00158	Sigma-54 interaction domain	55	
pfam00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	52	
pfam00162	Phosphoglycerate kinase	51	
pfam00163	Ribosomal protein S4/S9 N-terminal domain	23	
pfam00164	Ribosomal protein S12/S23	27	
pfam00165	Bacterial regulatory helix-turn-helix proteins, AraC family	2	
pfam00166	Chaperonin 10 Kd subunit	22	
pfam00169	PH domain	1	
pfam00170	bZIP transcription factor	1	
pfam00171	Aldehyde dehydrogenase family	288	
pfam00174	Oxidoreductase molybdopterin binding domain	28	
pfam00175	Oxidoreductase NAD-binding domain	44	
pfam00176	SNF2 family N-terminal domain	61	
pfam00177	Ribosomal protein S7p/S5e	28	
pfam00180	Isocitrate/isopropylmalate dehydrogenase	102	
pfam00181	Ribosomal Proteins L2, RNA binding domain	21	
pfam00183	Hsp90 protein	14	
pfam00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	57	
pfam00186	Dihydrofolate reductase	19	
pfam00188	Cysteine-rich secretory protein family	4	
pfam00189	Ribosomal protein S3, C-terminal domain	23	
pfam00190	Cupin	3	
pfam00194	Eukaryotic-type carbonic anhydrase	2	
pfam00196	Bacterial regulatory proteins, luxR family	21	
pfam00198	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	73	
pfam00199	Catalase	19	
pfam00202	Aminotransferase class-III	201	
pfam00203	Ribosomal protein S19	31	
pfam00204	DNA gyrase B	51	
pfam00205	Thiamine pyrophosphate enzyme, central domain	89	
pfam00206	Lyase	122	
pfam00208	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	26	
pfam00209	Sodium:neurotransmitter symporter family	8	
pfam00210	Ferritin-like domain	31	
pfam00211	Adenylate and Guanylate cyclase catalytic domain	35	
pfam00213	ATP synthase delta (OSCP) subunit	30	
pfam00215	Orotidine 5'-phosphate decarboxylase / HUMPS family	28	
pfam00216	Bacterial DNA-binding protein	56	
pfam00217	ATP:guanido phosphotransferase, C-terminal catalytic domain	4	
pfam00218	Indole-3-glycerol phosphate synthase	39	
pfam00221	Aromatic amino acid lyase	8	
pfam00223	Photosystem I psaA/psaB protein	7	
pfam00224	Pyruvate kinase, barrel domain	27	
pfam00226	DnaJ domain	68	
pfam00227	Proteasome subunit	23	
pfam00230	Major intrinsic protein	19	
pfam00231	ATP synthase	34	
pfam00232	Glycosyl hydrolase family 1	13	
pfam00237	Ribosomal protein L22p/L17e	29	
pfam00238	Ribosomal protein L14p/L23e	27	
pfam00239	Resolvase, N terminal domain	9	
pfam00240	Ubiquitin family	1	
pfam00245	Alkaline phosphatase	5	
pfam00246	Zinc carboxypeptidase	10	
pfam00248	Aldo/keto reductase family	101	
pfam00251	Glycosyl hydrolases family 32 N-terminal domain	4	
pfam00252	Ribosomal protein L16p/L10e	25	
pfam00253	Ribosomal protein S14p/S29e	17	
pfam00254	FKBP-type peptidyl-prolyl cis-trans isomerase	19	
pfam00255	Glutathione peroxidase	10	
pfam00258	Flavodoxin	11	
pfam00263	Bacterial type II and III secretion system protein	36	
pfam00265	Thymidine kinase	2	
pfam00266	Aminotransferase class-V	180	
pfam00268	Ribonucleotide reductase, small chain	24	
pfam00270	DEAD/DEAH box helicase	155	
pfam00271	Helicase conserved C-terminal domain	296	
pfam00274	Fructose-bisphosphate aldolase class-I	21	
pfam00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	81	
pfam00276	Ribosomal protein L23	32	
pfam00278	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	24	
pfam00281	Ribosomal protein L5	28	
pfam00282	Pyridoxal-dependent decarboxylase conserved domain	27	
pfam00285	Citrate synthase, C-terminal domain	60	
pfam00288	GHMP kinases N terminal domain	38	
pfam00289	Biotin carboxylase, N-terminal domain	49	
pfam00290	Tryptophan synthase alpha chain	34	
pfam00291	Pyridoxal-phosphate dependent enzyme	206	
pfam00293	NUDIX domain	95	
pfam00294	pfkB family carbohydrate kinase	72	
pfam00296	Luciferase-like monooxygenase	94	
pfam00297	Ribosomal protein L3	23	
pfam00298	Ribosomal protein L11, RNA binding domain	24	
pfam00300	Histidine phosphatase superfamily (branch 1)	54	
pfam00301	Rubredoxin	7	
pfam00302	Chloramphenicol acetyltransferase	1	
pfam00303	Thymidylate synthase	17	
pfam00306	ATP synthase alpha/beta chain, C terminal domain	48	
pfam00308	Bacterial dnaA protein	39	
pfam00309	Sigma-54 factor, Activator interacting domain (AID)	10	
pfam00310	Glutamine amidotransferases class-II	36	
pfam00311	Phosphoenolpyruvate carboxylase	8	
pfam00312	Ribosomal protein S15	25	
pfam00313	'Cold-shock' DNA-binding domain	12	
pfam00316	Fructose-1-6-bisphosphatase, N-terminal domain	1	
pfam00317	Ribonucleotide reductase, all-alpha domain	23	
pfam00318	Ribosomal protein S2	36	
pfam00324	Amino acid permease	1	
pfam00326	Prolyl oligopeptidase family	41	
pfam00327	Ribosomal protein L30p/L7e	12	
pfam00329	Respiratory-chain NADH dehydrogenase, 30 Kd subunit	37	
pfam00330	Aconitase family (aconitate hydratase)	137	
pfam00333	Ribosomal protein S5, N-terminal domain	19	
pfam00334	Nucleoside diphosphate kinase	34	
pfam00338	Ribosomal protein S10p/S20e	24	
pfam00339	Arrestin (or S-antigen), N-terminal domain	2	
pfam00342	Phosphoglucose isomerase	34	
pfam00343	Carbohydrate phosphorylase	10	
pfam00344	SecY translocase	40	
pfam00346	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	39	
pfam00347	Ribosomal protein L6	26	
pfam00348	Polyprenyl synthetase	74	
pfam00350	Dynamin family	1	
pfam00351	Biopterin-dependent aromatic amino acid hydroxylase	5	
pfam00352	Transcription factor TFIID (or TATA-binding protein, TBP)	8	
pfam00353	Haemolysin-type calcium-binding repeat (2 copies)	12	
pfam00355	Rieske [2Fe-2S] domain	94	
pfam00356	Bacterial regulatory proteins, lacI family	13	
pfam00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	14	
pfam00361	Proton-conducting membrane transporter	154	
pfam00364	Biotin-requiring enzyme	104	
pfam00365	Phosphofructokinase	27	
pfam00366	Ribosomal protein S17	21	
pfam00368	Hydroxymethylglutaryl-coenzyme A reductase	11	
pfam00370	FGGY family of carbohydrate kinases, N-terminal domain	21	
pfam00374	Nickel-dependent hydrogenase	3	
pfam00375	Sodium:dicarboxylate symporter family	23	
pfam00378	Enoyl-CoA hydratase/isomerase	161	
pfam00380	Ribosomal protein S9/S16	38	
pfam00381	PTS HPr component phosphorylation site	13	
pfam00382	Transcription factor TFIIB repeat	8	
pfam00383	Cytidine and deoxycytidylate deaminase zinc-binding region	42	
pfam00384	Molybdopterin oxidoreductase	109	
pfam00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	20	
pfam00390	Malic enzyme, N-terminal domain	15	
pfam00391	PEP-utilising enzyme, mobile domain	26	
pfam00392	Bacterial regulatory proteins, gntR family	39	
pfam00393	6-phosphogluconate dehydrogenase, C-terminal domain	5	
pfam00394	Multicopper oxidase	3	
pfam00395	S-layer homology domain	2	
pfam00398	Ribosomal RNA adenine dimethylase	38	
pfam00400	WD domain, G-beta repeat	9	
pfam00401	ATP synthase, Delta/Epsilon chain, long alpha-helix domain	5	
pfam00403	Heavy-metal-associated domain	7	
pfam00404	Dockerin type I repeat	1	
pfam00406	Adenylate kinase	28	
pfam00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain	30	
pfam00410	Ribosomal protein S8	25	
pfam00411	Ribosomal protein S11	30	
pfam00413	Matrixin	15	
pfam00415	Regulator of chromosome condensation (RCC1) repeat	30	
pfam00416	Ribosomal protein S13/S18	24	
pfam00420	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	30	
pfam00421	Photosystem II protein	5	
pfam00425	chorismate binding enzyme	56	
pfam00427	Phycobilisome Linker polypeptide	9	
pfam00428	60s Acidic ribosomal protein	2	
pfam00430	ATP synthase B/B' CF(0)	23	
pfam00436	Single-strand binding protein family	36	
pfam00437	Type II/IV secretion system protein	99	
pfam00438	S-adenosylmethionine synthetase, N-terminal domain	29	
pfam00439	Bromodomain	1	
pfam00440	Bacterial regulatory proteins, tetR family	28	
pfam00441	Acyl-CoA dehydrogenase, C-terminal domain	139	
pfam00444	Ribosomal protein L36	11	
pfam00448	SRP54-type protein, GTPase domain	49	
pfam00449	Urease alpha-subunit, N-terminal domain	8	
pfam00450	Serine carboxypeptidase	3	
pfam00453	Ribosomal protein L20	22	
pfam00455	DeoR C terminal sensor domain	3	
pfam00456	Transketolase, thiamine diphosphate binding domain	64	
pfam00459	Inositol monophosphatase family	70	
pfam00460	Flagella basal body rod protein	5	
pfam00462	Glutaredoxin	28	
pfam00463	Isocitrate lyase family	19	
pfam00464	Serine hydroxymethyltransferase	53	
pfam00465	Iron-containing alcohol dehydrogenase	29	
pfam00466	Ribosomal protein L10	27	
pfam00467	KOW motif	33	
pfam00468	Ribosomal protein L34	10	
pfam00471	Ribosomal protein L33	18	
pfam00472	RF-1 domain	52	
pfam00474	Sodium:solute symporter family	49	
pfam00475	Imidazoleglycerol-phosphate dehydratase	30	
pfam00476	DNA polymerase family A	66	
pfam00478	IMP dehydrogenase / GMP reductase domain	41	
pfam00479	Glucose-6-phosphate dehydrogenase, NAD binding domain	20	
pfam00480	ROK family	35	
pfam00482	Type II secretion system (T2SS), protein F	38	
pfam00483	Nucleotidyl transferase	68	
pfam00484	Carbonic anhydrase	9	
pfam00485	Phosphoribulokinase / Uridine kinase family	6	
pfam00486	Transcriptional regulatory protein, C terminal	67	
pfam00487	Fatty acid desaturase	32	
pfam00488	MutS domain V	49	
pfam00490	Delta-aminolevulinic acid dehydratase	35	
pfam00491	Arginase family	49	
pfam00493	MCM2/3/5 family	5	
pfam00494	Squalene/phytoene synthase	15	
pfam00496	Bacterial extracellular solute-binding proteins, family 5 Middle	196	
pfam00497	Bacterial extracellular solute-binding proteins, family 3	63	
pfam00498	FHA domain	25	
pfam00499	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	23	
pfam00501	AMP-binding enzyme	331	
pfam00502	Phycobilisome protein	15	
pfam00503	G-protein alpha subunit	1	
pfam00504	Chlorophyll A-B binding protein	6	
pfam00507	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3	25	
pfam00510	Cytochrome c oxidase subunit III	41	
pfam00512	His Kinase A (phospho-acceptor) domain	72	
pfam00515	Tetratricopeptide repeat	54	
pfam00520	Ion transport protein	10	
pfam00521	DNA gyrase/topoisomerase IV, subunit A	68	
pfam00528	Binding-protein-dependent transport system inner membrane component	614	
pfam00529	HlyD membrane-fusion protein of T1SS	1	
pfam00530	Scavenger receptor cysteine-rich domain	10	
pfam00531	Death domain	1	
pfam00532	Periplasmic binding proteins and sugar binding domain of LacI family	5	
pfam00533	BRCA1 C Terminus (BRCT) domain	25	
pfam00534	Glycosyl transferases group 1	115	
pfam00535	Glycosyl transferase family 2	105	
pfam00536	SAM domain (Sterile alpha motif)	2	
pfam00542	Ribosomal protein L7/L12 C-terminal domain	24	
pfam00543	Nitrogen regulatory protein P-II	16	
pfam00547	Urease, gamma subunit	3	
pfam00549	CoA-ligase	45	
pfam00550	Phosphopantetheine attachment site	29	
pfam00551	Formyl transferase	60	
pfam00557	Metallopeptidase family M24	127	
pfam00560	Leucine Rich Repeat	7	
pfam00561	alpha/beta hydrolase fold	97	
pfam00562	RNA polymerase Rpb2, domain 6	64	
pfam00563	EAL domain	14	
pfam00564	PB1 domain	1	
pfam00565	Staphylococcal nuclease homologue	16	
pfam00570	HRDC domain	31	
pfam00571	CBS domain	104	
pfam00572	Ribosomal protein L13	23	
pfam00573	Ribosomal protein L4/L1 family	30	
pfam00574	Clp protease	44	
pfam00575	S1 RNA binding domain	127	
pfam00576	HIUase/Transthyretin family	9	
pfam00578	AhpC/TSA family	107	
pfam00579	tRNA synthetases class I (W and Y)	101	
pfam00580	UvrD/REP helicase N-terminal domain	140	
pfam00581	Rhodanese-like domain	74	
pfam00582	Universal stress protein family	28	
pfam00583	Acetyltransferase (GNAT) family	49	
pfam00584	SecE/Sec61-gamma subunits of protein translocation complex	22	
pfam00585	C-terminal regulatory domain of Threonine dehydratase	15	
pfam00586	AIR synthase related protein, N-terminal domain	71	
pfam00587	tRNA synthetase class II core domain (G, H, P, S and T)	100	
pfam00588	SpoU rRNA Methylase family	65	
pfam00589	Phage integrase family	133	
pfam00590	Tetrapyrrole (Corrin/Porphyrin) Methylases	72	
pfam00591	Glycosyl transferase family, a/b domain	46	
pfam00593	TonB dependent receptor	111	
pfam00595	PDZ domain (Also known as DHR or GLGF)	20	
pfam00596	Class II Aldolase and Adducin N-terminal domain	34	
pfam00612	IQ calmodulin-binding motif	1	
pfam00619	Caspase recruitment domain	1	
pfam00623	RNA polymerase Rpb1, domain 2	28	
pfam00625	Guanylate kinase	28	
pfam00628	PHD-finger	1	
pfam00629	MAM domain, meprin/A5/mu	1	
pfam00630	Filamin/ABP280 repeat	8	
pfam00632	HECT-domain (ubiquitin-transferase)	1	
pfam00633	Helix-hairpin-helix motif	7	
pfam00636	Ribonuclease III domain	2	
pfam00639	PPIC-type PPIASE domain	18	
pfam00643	B-box zinc finger	4	
pfam00644	Poly(ADP-ribose) polymerase catalytic domain	1	
pfam00651	BTB/POZ domain	1	
pfam00654	Voltage gated chloride channel	16	
pfam00656	Caspase domain	3	
pfam00662	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	31	
pfam00664	ABC transporter transmembrane region	70	
pfam00665	Integrase core domain	113	
pfam00667	FAD binding domain	9	
pfam00668	Condensation domain	4	
pfam00669	Bacterial flagellin N-terminal helical region	3	
pfam00670	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	30	
pfam00672	HAMP domain	41	
pfam00673	ribosomal L5P family C-terminus	23	
pfam00675	Insulinase (Peptidase family M16)	35	
pfam00676	Dehydrogenase E1 component	80	
pfam00677	Lumazine binding domain	36	
pfam00679	Elongation factor G C-terminus	63	
pfam00682	HMGL-like	80	
pfam00684	DnaJ central domain	5	
pfam00685	Sulfotransferase domain	6	
pfam00686	Starch binding domain	1	
pfam00687	Ribosomal protein L1p/L10e family	30	
pfam00689	Cation transporting ATPase, C-terminus	2	
pfam00690	Cation transporter/ATPase, N-terminus	2	
pfam00691	OmpA family	44	
pfam00692	dUTPase	24	
pfam00694	Aconitase C-terminal domain	54	
pfam00696	Amino acid kinase family	110	
pfam00697	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	35	
pfam00698	Acyl transferase domain	30	
pfam00699	Urease beta subunit	4	
pfam00700	Bacterial flagellin C-terminal helical region	2	
pfam00701	Dihydrodipicolinate synthetase family	71	
pfam00702	haloacid dehalogenase-like hydrolase	36	
pfam00703	Glycosyl hydrolases family 2	3	
pfam00705	Proliferating cell nuclear antigen, N-terminal domain	3	
pfam00707	Translation initiation factor IF-3, C-terminal domain	21	
pfam00708	Acylphosphatase	8	
pfam00709	Adenylosuccinate synthetase	49	
pfam00710	Asparaginase, N-terminal	9	
pfam00712	DNA polymerase III beta subunit, N-terminal domain	21	
pfam00717	Peptidase S24-like	47	
pfam00719	Inorganic pyrophosphatase	5	
pfam00722	Glycosyl hydrolases family 16	4	
pfam00723	Glycosyl hydrolases family 15	2	
pfam00724	NADH:flavin oxidoreductase / NADH oxidase family	20	
pfam00725	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	42	
pfam00728	Glycosyl hydrolase family 20, catalytic domain	1	
pfam00730	HhH-GPD superfamily base excision DNA repair protein	68	
pfam00731	AIR carboxylase	29	
pfam00732	GMC oxidoreductase	56	
pfam00733	Asparagine synthase	14	
pfam00735	Septin	1	
pfam00736	EF-1 guanine nucleotide exchange domain	3	
pfam00737	Photosystem II 10 kDa phosphoprotein	1	
pfam00742	Homoserine dehydrogenase	22	
pfam00743	Flavin-binding monooxygenase-like	11	
pfam00745	Glutamyl-tRNAGlu reductase, dimerisation domain	9	
pfam00749	tRNA synthetases class I (E and Q), catalytic domain	95	
pfam00750	tRNA synthetases class I (R)	29	
pfam00752	XPG N-terminal domain	4	
pfam00753	Metallo-beta-lactamase superfamily	110	
pfam00754	F5/8 type C domain	1	
pfam00756	Putative esterase	8	
pfam00762	Ferrochelatase	30	
pfam00763	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	35	
pfam00764	Arginosuccinate synthase	54	
pfam00765	Autoinducer synthase	1	
pfam00766	Electron transfer flavoprotein FAD-binding domain	19	
pfam00768	D-alanyl-D-alanine carboxypeptidase	30	
pfam00771	FHIPEP family	5	
pfam00772	DnaB-like helicase N terminal domain	22	
pfam00773	RNB domain	45	
pfam00775	Dioxygenase	11	
pfam00781	Diacylglycerol kinase catalytic domain	2	
pfam00782	Dual specificity phosphatase, catalytic domain	3	
pfam00793	DAHP synthetase I family	57	
pfam00795	Carbon-nitrogen hydrolase	102	
pfam00799	Geminivirus Rep catalytic domain	1	
pfam00800	Prephenate dehydratase	29	
pfam00801	PKD domain	6	
pfam00805	Pentapeptide repeats (8 copies)	70	
pfam00808	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	1	
pfam00809	Pterin binding enzyme	49	
pfam00813	FliP family	4	
pfam00814	Glycoprotease family	77	
pfam00815	Histidinol dehydrogenase	87	
pfam00817	impB/mucB/samB family	13	
pfam00825	Ribonuclease P	22	
pfam00827	Ribosomal L15	2	
pfam00828	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	30	
pfam00829	Ribosomal prokaryotic L21 protein	18	
pfam00830	Ribosomal L28 family	17	
pfam00831	Ribosomal L29 protein	22	
pfam00833	Ribosomal S17	1	
pfam00834	Ribulose-phosphate 3 epimerase family	48	
pfam00842	Alanine racemase, C-terminal domain	18	
pfam00848	Ring hydroxylating alpha subunit (catalytic domain)	55	
pfam00849	RNA pseudouridylate synthase	65	
pfam00850	Histone deacetylase domain	15	
pfam00852	Glycosyltransferase family 10 (fucosyltransferase) C-term	76	
pfam00854	POT family	4	
pfam00856	SET domain	2	
pfam00857	Isochorismatase family	13	
pfam00858	Amiloride-sensitive sodium channel	1	
pfam00860	Permease family	11	
pfam00861	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	25	
pfam00866	Ring hydroxylating beta subunit	2	
pfam00867	XPG I-region	3	
pfam00871	Acetokinase family	3	
pfam00872	Transposase, Mutator family	154	
pfam00873	AcrB/AcrD/AcrF family	129	
pfam00875	DNA photolyase	17	
pfam00877	NlpC/P60 family	7	
pfam00881	Nitroreductase family	41	
pfam00882	Zinc dependent phospholipase C	1	
pfam00883	Cytosol aminopeptidase family, catalytic domain	62	
pfam00884	Sulfatase	72	
pfam00885	6,7-dimethyl-8-ribityllumazine synthase	29	
pfam00886	Ribosomal protein S16	19	
pfam00889	Elongation factor TS	21	
pfam00890	FAD binding domain	94	
pfam00891	O-methyltransferase	4	
pfam00892	EamA-like transporter family	130	
pfam00893	Small Multidrug Resistance protein	2	
pfam00899	ThiF family	50	
pfam00900	Ribosomal family S4e	1	
pfam00902	Sec-independent protein translocase protein (TatC)	30	
pfam00903	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	45	
pfam00905	Penicillin binding protein transpeptidase domain	96	
pfam00908	dTDP-4-dehydrorhamnose 3,5-epimerase	5	
pfam00909	Ammonium Transporter Family	45	
pfam00912	Transglycosylase	31	
pfam00916	Sulfate permease family	15	
pfam00919	Uncharacterized protein family UPF0004	35	
pfam00920	Dehydratase family	95	
pfam00923	Transaldolase/Fructose-6-phosphate aldolase	26	
pfam00924	Mechanosensitive ion channel	38	
pfam00925	GTP cyclohydrolase II	33	
pfam00926	3,4-dihydroxy-2-butanone 4-phosphate synthase	44	
pfam00929	Exonuclease	71	
pfam00930	Dipeptidyl peptidase IV (DPP IV) N-terminal region	7	
pfam00932	Lamin Tail Domain	11	
pfam00933	Glycosyl hydrolase family 3 N terminal domain	29	
pfam00935	Ribosomal protein L44	2	
pfam00936	BMC domain	11	
pfam00939	Sodium:sulfate symporter transmembrane region	6	
pfam00941	FAD binding domain in molybdopterin dehydrogenase	46	
pfam00942	Cellulose binding domain	1	
pfam00949	Peptidase S7, Flavivirus NS3 serine protease	1	
pfam00950	ABC 3 transport family	64	
pfam00953	Glycosyl transferase family 4	30	
pfam00958	GMP synthase C terminal domain	33	
pfam00959	Phage lysozyme	1	
pfam00961	LAGLIDADG endonuclease	1	
pfam00962	Adenosine/AMP deaminase	7	
pfam00963	Cohesin domain	1	
pfam00970	Oxidoreductase FAD-binding domain	32	
pfam00975	Thioesterase domain	3	
pfam00977	Histidine biosynthesis protein	67	
pfam00982	Glycosyltransferase family 20	28	
pfam00984	UDP-glucose/GDP-mannose dehydrogenase family, central domain	32	
pfam00986	DNA gyrase B subunit, carboxyl terminus	33	
pfam00988	Carbamoyl-phosphate synthase small chain, CPSase domain	33	
pfam00989	PAS fold	12	
pfam00990	Diguanylate cyclase, GGDEF domain	25	
pfam00994	Probable molybdopterin binding domain	65	
pfam00999	Sodium/hydrogen exchanger family	54	
pfam01000	RNA polymerase Rpb3/RpoA insert domain	23	
pfam01008	Initiation factor 2 subunit family	12	
pfam01010	NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus	1	
pfam01011	PQQ enzyme repeat	6	
pfam01012	Electron transfer flavoprotein domain	33	
pfam01015	Ribosomal S3Ae family	3	
pfam01016	Ribosomal L27 protein	20	
pfam01018	GTP1/OBG	37	
pfam01019	Gamma-glutamyltranspeptidase	77	
pfam01022	Bacterial regulatory protein, arsR family	12	
pfam01025	GrpE	38	
pfam01026	TatD related DNase	45	
pfam01027	Inhibitor of apoptosis-promoting Bax1	24	
pfam01028	Eukaryotic DNA topoisomerase I, catalytic core	2	
pfam01029	NusB family	28	
pfam01032	FecCD transport family	23	
pfam01035	6-O-methylguanine DNA methyltransferase, DNA binding domain	33	
pfam01037	Lrp/AsnC ligand binding domain	30	
pfam01039	Carboxyl transferase domain	96	
pfam01040	UbiA prenyltransferase family	59	
pfam01041	DegT/DnrJ/EryC1/StrS aminotransferase family	22	
pfam01042	Endoribonuclease L-PSP	45	
pfam01043	SecA preprotein cross-linking domain	10	
pfam01047	MarR family	9	
pfam01048	Phosphorylase superfamily	46	
pfam01050	Mannose-6-phosphate isomerase	21	
pfam01051	Initiator Replication protein	4	
pfam01052	Type III flagellar switch regulator (C-ring) FliN C-term	4	
pfam01053	Cys/Met metabolism PLP-dependent enzyme	91	
pfam01055	Glycosyl hydrolases family 31	2	
pfam01058	NADH ubiquinone oxidoreductase, 20 Kd subunit	22	
pfam01059	NADH-ubiquinone oxidoreductase chain 4, amino terminus	2	
pfam01061	ABC-2 type transporter	39	
pfam01062	Bestrophin, RFP-TM, chloride channel	1	
pfam01063	Amino-transferase class IV	67	
pfam01066	CDP-alcohol phosphatidyltransferase	35	
pfam01068	ATP dependent DNA ligase domain	7	
pfam01070	FMN-dependent dehydrogenase	32	
pfam01071	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	30	
pfam01073	3-beta hydroxysteroid dehydrogenase/isomerase family	5	
pfam01074	Glycosyl hydrolases family 38 N-terminal domain	2	
