Pfam ID	Pfam Name	Gene Count (assembled)	
pfam00591	Glycosyl transferase family, a/b domain	11	
pfam00593	TonB dependent receptor	1	
pfam00595	PDZ domain (Also known as DHR or GLGF)	1	
pfam00596	Class II Aldolase and Adducin N-terminal domain	14	
pfam00614	Phospholipase D Active site motif	1	
pfam00623	RNA polymerase Rpb1, domain 2	10	
pfam00625	Guanylate kinase	6	
pfam00627	UBA/TS-N domain	3	
pfam00633	Helix-hairpin-helix motif	2	
pfam00636	Ribonuclease III domain	3	
pfam00639	PPIC-type PPIASE domain	5	
pfam00654	Voltage gated chloride channel	12	
pfam00662	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	2	
pfam00664	ABC transporter transmembrane region	97	
pfam00665	Integrase core domain	38	
pfam00668	Condensation domain	8	
pfam00672	HAMP domain	60	
pfam00673	ribosomal L5P family C-terminus	8	
pfam00675	Insulinase (Peptidase family M16)	6	
pfam00677	Lumazine binding domain	3	
pfam00679	Elongation factor G C-terminus	31	
pfam00682	HMGL-like	23	
pfam00684	DnaJ central domain	6	
pfam00687	Ribosomal protein L1p/L10e family	5	
pfam00689	Cation transporting ATPase, C-terminus	4	
pfam00690	Cation transporter/ATPase, N-terminus	7	
pfam00691	OmpA family	1	
pfam00692	dUTPase	9	
pfam00694	Aconitase C-terminal domain	17	
pfam00696	Amino acid kinase family	38	
pfam00697	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	7	
pfam00698	Acyl transferase domain	9	
pfam00701	Dihydrodipicolinate synthetase family	10	
pfam00702	haloacid dehalogenase-like hydrolase	32	
pfam00703	Glycosyl hydrolases family 2	17	
pfam00704	Glycosyl hydrolases family 18	3	
pfam00705	Proliferating cell nuclear antigen, N-terminal domain	1	
pfam00707	Translation initiation factor IF-3, C-terminal domain	3	
pfam00708	Acylphosphatase	7	
pfam00709	Adenylosuccinate synthetase	16	
pfam00710	Asparaginase, N-terminal	2	
pfam00712	DNA polymerase III beta subunit, N-terminal domain	10	
pfam00717	Peptidase S24-like	18	
pfam00719	Inorganic pyrophosphatase	3	
pfam00722	Glycosyl hydrolases family 16	1	
pfam00724	NADH:flavin oxidoreductase / NADH oxidase family	22	
pfam00725	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	5	
pfam00728	Glycosyl hydrolase family 20, catalytic domain	8	
pfam00730	HhH-GPD superfamily base excision DNA repair protein	12	
pfam00731	AIR carboxylase	11	
pfam00732	GMC oxidoreductase	1	
pfam00733	Asparagine synthase	18	
pfam00736	EF-1 guanine nucleotide exchange domain	1	
pfam00742	Homoserine dehydrogenase	8	
pfam00745	Glutamyl-tRNAGlu reductase, dimerisation domain	2	
pfam00746	Gram positive anchor	7	
pfam00749	tRNA synthetases class I (E and Q), catalytic domain	8	
pfam00750	tRNA synthetases class I (R)	13	
pfam00753	Metallo-beta-lactamase superfamily	45	
pfam00754	F5/8 type C domain	23	
pfam00756	Putative esterase	13	
pfam00762	Ferrochelatase	1	
pfam00763	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	5	
pfam00764	Arginosuccinate synthase	6	
pfam00766	Electron transfer flavoprotein FAD-binding domain	12	
pfam00768	D-alanyl-D-alanine carboxypeptidase	28	
pfam00772	DnaB-like helicase N terminal domain	9	
pfam00773	RNB domain	5	
pfam00781	Diacylglycerol kinase catalytic domain	8	
pfam00793	DAHP synthetase I family	14	
pfam00795	Carbon-nitrogen hydrolase	14	
pfam00797	N-acetyltransferase	1	
pfam00800	Prephenate dehydratase	5	
pfam00801	PKD domain	1	
pfam00808	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	2	
pfam00809	Pterin binding enzyme	15	
pfam00814	Glycoprotease family	14	
pfam00815	Histidinol dehydrogenase	15	
pfam00817	impB/mucB/samB family	17	
pfam00825	Ribonuclease P	5	
pfam00828	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	12	
pfam00829	Ribosomal prokaryotic L21 protein	4	
pfam00830	Ribosomal L28 family	1	
pfam00831	Ribosomal L29 protein	9	
pfam00832	Ribosomal L39 protein	1	
pfam00833	Ribosomal S17	1	
pfam00834	Ribulose-phosphate 3 epimerase family	14	
pfam00842	Alanine racemase, C-terminal domain	4	
pfam00849	RNA pseudouridylate synthase	22	
pfam00857	Isochorismatase family	6	
pfam00860	Permease family	18	
pfam00861	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	10	
pfam00871	Acetokinase family	7	
pfam00872	Transposase, Mutator family	31	
pfam00873	AcrB/AcrD/AcrF family	6	
pfam00874	PRD domain	18	
pfam00877	NlpC/P60 family	22	
pfam00881	Nitroreductase family	18	
pfam00882	Zinc dependent phospholipase C	5	
pfam00884	Sulfatase	13	
pfam00885	6,7-dimethyl-8-ribityllumazine synthase	3	
pfam00886	Ribosomal protein S16	2	
pfam00889	Elongation factor TS	5	
pfam00890	FAD binding domain	27	
pfam00892	EamA-like transporter family	23	
pfam00899	ThiF family	12	
pfam00900	Ribosomal family S4e	1	
pfam00902	Sec-independent protein translocase protein (TatC)	1	
pfam00903	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	1	
pfam00905	Penicillin binding protein transpeptidase domain	48	
pfam00908	dTDP-4-dehydrorhamnose 3,5-epimerase	7	
pfam00909	Ammonium Transporter Family	14	
pfam00912	Transglycosylase	9	
pfam00916	Sulfate permease family	5	
pfam00919	Uncharacterized protein family UPF0004	12	
pfam00920	Dehydratase family	13	
pfam00923	Transaldolase/Fructose-6-phosphate aldolase	7	
pfam00924	Mechanosensitive ion channel	5	
pfam00925	GTP cyclohydrolase II	4	
pfam00926	3,4-dihydroxy-2-butanone 4-phosphate synthase	6	
pfam00929	Exonuclease	18	
pfam00933	Glycosyl hydrolase family 3 N terminal domain	32	
pfam00935	Ribosomal protein L44	1	
pfam00936	BMC domain	13	
pfam00939	Sodium:sulfate symporter transmembrane region	3	
pfam00941	FAD binding domain in molybdopterin dehydrogenase	3	
pfam00950	ABC 3 transport family	7	
pfam00953	Glycosyl transferase family 4	7	
pfam00958	GMP synthase C terminal domain	9	
pfam00962	Adenosine/AMP deaminase	2	
pfam00963	Cohesin domain	3	
pfam00970	Oxidoreductase FAD-binding domain	12	
pfam00975	Thioesterase domain	1	
pfam00977	Histidine biosynthesis protein	20	
pfam00984	UDP-glucose/GDP-mannose dehydrogenase family, central domain	3	
pfam00986	DNA gyrase B subunit, carboxyl terminus	16	
pfam00988	Carbamoyl-phosphate synthase small chain, CPSase domain	7	
pfam00989	PAS fold	5	
pfam00990	Diguanylate cyclase, GGDEF domain	56	
pfam00994	Probable molybdopterin binding domain	23	
pfam00999	Sodium/hydrogen exchanger family	8	
pfam01000	RNA polymerase Rpb3/RpoA insert domain	6	
pfam01008	Initiation factor 2 subunit family	1	
pfam01012	Electron transfer flavoprotein domain	22	
pfam01015	Ribosomal S3Ae family	1	
pfam01016	Ribosomal L27 protein	3	
pfam01018	GTP1/OBG	5	
pfam01020	Ribosomal L40e family	1	
pfam01022	Bacterial regulatory protein, arsR family	15	
pfam01025	GrpE	9	
pfam01026	TatD related DNase	16	
pfam01027	Inhibitor of apoptosis-promoting Bax1	1	
pfam01029	NusB family	8	
pfam01032	FecCD transport family	16	
pfam01035	6-O-methylguanine DNA methyltransferase, DNA binding domain	11	
pfam01037	Lrp/AsnC ligand binding domain	6	
pfam01039	Carboxyl transferase domain	10	
pfam01040	UbiA prenyltransferase family	2	
pfam01041	DegT/DnrJ/EryC1/StrS aminotransferase family	12	
pfam01042	Endoribonuclease L-PSP	6	
pfam01043	SecA preprotein cross-linking domain	3	
pfam01047	MarR family	22	
pfam01048	Phosphorylase superfamily	20	
pfam01050	Mannose-6-phosphate isomerase	1	
pfam01051	Initiator Replication protein	2	
pfam01053	Cys/Met metabolism PLP-dependent enzyme	28	
pfam01055	Glycosyl hydrolases family 31	20	
pfam01058	NADH ubiquinone oxidoreductase, 20 Kd subunit	6	
pfam01061	ABC-2 type transporter	11	
pfam01063	Amino-transferase class IV	7	
pfam01066	CDP-alcohol phosphatidyltransferase	10	
pfam01068	ATP dependent DNA ligase domain	1	
pfam01070	FMN-dependent dehydrogenase	3	
pfam01071	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	9	
pfam01073	3-beta hydroxysteroid dehydrogenase/isomerase family	1	
pfam01074	Glycosyl hydrolases family 38 N-terminal domain	3	
pfam01076	Plasmid recombination enzyme	16	
pfam01077	Nitrite and sulphite reductase 4Fe-4S domain	7	
pfam01078	Magnesium chelatase, subunit ChlI	8	
pfam01081	KDPG and KHG aldolase	4	
pfam01084	Ribosomal protein S18	1	
pfam01087	Galactose-1-phosphate uridyl transferase, N-terminal domain	12	
pfam01090	Ribosomal protein S19e	1	
pfam01092	Ribosomal protein S6e	1	
pfam01096	Transcription factor S-II (TFIIS)	1	
pfam01098	Cell cycle protein	22	
pfam01102	Glycophorin A	1	
pfam01106	NifU-like domain	1	
pfam01113	Dihydrodipicolinate reductase, N-terminus	6	
pfam01116	Fructose-bisphosphate aldolase class-II	17	
pfam01118	Semialdehyde dehydrogenase, NAD binding domain	12	
pfam01119	DNA mismatch repair protein, C-terminal domain	7	
pfam01120	Alpha-L-fucosidase	7	
pfam01121	Dephospho-CoA kinase	9	
pfam01128	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	9	
pfam01131	DNA topoisomerase	39	
pfam01132	Elongation factor P (EF-P) OB domain	3	
pfam01134	Glucose inhibited division protein A	19	
pfam01136	Peptidase family U32	27	
pfam01138	3' exoribonuclease family, domain 1	8	
pfam01139	tRNA-splicing ligase RtcB	1	
pfam01144	Coenzyme A transferase	3	
pfam01145	SPFH domain / Band 7 family	10	
pfam01148	Cytidylyltransferase family	10	
pfam01149	Formamidopyrimidine-DNA glycosylase N-terminal domain	1	
pfam01154	Hydroxymethylglutaryl-coenzyme A synthase N terminal	1	
pfam01155	Hydrogenase/urease nickel incorporation, metallochaperone, hypA	4	
pfam01156	Inosine-uridine preferring nucleoside hydrolase	7	
pfam01157	Ribosomal protein L21e	1	
pfam01161	Phosphatidylethanolamine-binding protein	1	
pfam01163	RIO1 family	1	
pfam01165	Ribosomal protein S21	1	
pfam01168	Alanine racemase, N-terminal domain	11	
pfam01169	Uncharacterized protein family UPF0016	2	
pfam01170	Putative RNA methylase family UPF0020	4	
pfam01171	PP-loop family	16	
pfam01172	Shwachman-Bodian-Diamond syndrome (SBDS) protein	1	
pfam01174	SNO glutamine amidotransferase family	5	
pfam01176	Translation initiation factor 1A / IF-1	4	
pfam01177	Asp/Glu/Hydantoin racemase	3	
pfam01180	Dihydroorotate dehydrogenase	15	
pfam01182	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase	6	
pfam01183	Glycosyl hydrolases family 25	6	
pfam01187	Macrophage migration inhibitory factor (MIF)	1	
pfam01189	16S rRNA methyltransferase RsmB/F	9	
pfam01191	RNA polymerase Rpb5, C-terminal domain	1	
pfam01192	RNA polymerase Rpb6	3	
pfam01193	RNA polymerase Rpb3/Rpb11 dimerisation domain	1	
pfam01194	RNA polymerases N / 8 kDa subunit	1	
pfam01195	Peptidyl-tRNA hydrolase	8	
pfam01196	Ribosomal protein L17	9	
pfam01197	Ribosomal protein L31	4	
pfam01198	Ribosomal protein L31e	1	
pfam01199	Ribosomal protein L34e	1	
pfam01200	Ribosomal protein S28e	1	
pfam01201	Ribosomal protein S8e	1	
pfam01202	Shikimate kinase	10	
pfam01205	Uncharacterized protein family UPF0029	2	
pfam01206	Sulfurtransferase TusA	10	
pfam01207	Dihydrouridine synthase (Dus)	11	
pfam01208	Uroporphyrinogen decarboxylase (URO-D)	6	
pfam01210	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus	12	
pfam01212	Beta-eliminating lyase	4	
pfam01219	Prokaryotic diacylglycerol kinase	3	
pfam01220	Dehydroquinase class II	1	
pfam01225	Mur ligase family, catalytic domain	18	
pfam01226	Formate/nitrite transporter	3	
pfam01227	GTP cyclohydrolase I	6	
pfam01228	Glycine radical	16	
pfam01229	Glycosyl hydrolases family 39	1	
pfam01230	HIT domain	6	
pfam01232	Mannitol dehydrogenase Rossmann domain	3	
pfam01235	Sodium:alanine symporter family	17	
pfam01238	Phosphomannose isomerase type I	6	
pfam01242	6-pyruvoyl tetrahydropterin synthase	4	
pfam01243	Pyridoxamine 5'-phosphate oxidase	6	
pfam01244	Membrane dipeptidase (Peptidase family M19)	5	
pfam01245	Ribosomal protein L19	2	
pfam01246	Ribosomal protein L24e	1	
pfam01248	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	4	
pfam01252	Signal peptidase (SPase) II	6	
pfam01253	Translation initiation factor SUI1	1	
pfam01255	Putative undecaprenyl diphosphate synthase	10	
pfam01256	Carbohydrate kinase	15	
pfam01257	Thioredoxin-like [2Fe-2S] ferredoxin	2	
pfam01258	Prokaryotic dksA/traR C4-type zinc finger	2	
pfam01259	SAICAR synthetase	10	
pfam01261	Xylose isomerase-like TIM barrel	33	
pfam01262	Alanine dehydrogenase/PNT, C-terminal domain	2	
pfam01263	Aldose 1-epimerase	15	
pfam01264	Chorismate synthase	6	
pfam01266	FAD dependent oxidoreductase	13	
pfam01268	Formate--tetrahydrofolate ligase	14	
pfam01270	Glycosyl hydrolases family 8	1	
pfam01272	Transcription elongation factor, GreA/GreB, C-term	14	
pfam01276	Orn/Lys/Arg decarboxylase, major domain	7	
pfam01280	Ribosomal protein L19e	1	
pfam01281	Ribosomal protein L9, N-terminal domain	7	
pfam01282	Ribosomal protein S24e	1	
pfam01288	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)	7	
pfam01293	Phosphoenolpyruvate carboxykinase	8	
pfam01297	Zinc-uptake complex component A periplasmic	3	
pfam01300	Telomere recombination	8	
pfam01301	Glycosyl hydrolases family 35	1	
pfam01315	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	4	
pfam01316	Arginine repressor, DNA binding domain	8	
pfam01321	Creatinase/Prolidase N-terminal domain	12	
pfam01325	Iron dependent repressor, N-terminal DNA binding domain	11	
pfam01326	Pyruvate phosphate dikinase, PEP/pyruvate binding domain	10	
pfam01327	Polypeptide deformylase	9	
pfam01330	RuvA N terminal domain	5	
pfam01336	OB-fold nucleic acid binding domain	32	
pfam01339	CheB methylesterase	1	
