Pfam ID	Pfam Name	Gene Count	
pfam00324	AA_permease - Amino acid permease	1	
pfam00327	Ribosomal_L30 - Ribosomal protein L30p/L7e	1	
pfam00329	Complex1_30kDa - Respiratory-chain NADH dehydrogenase, 30 Kd subunit	2	
pfam00330	Aconitase - Aconitase family (aconitate hydratase)	3	
pfam00332	Glyco_hydro_17 - Glycosyl hydrolases family 17	1	
pfam00333	Ribosomal_S5 - Ribosomal protein S5, N-terminal domain	1	
pfam00334	NDK - Nucleoside diphosphate kinase	1	
pfam00338	Ribosomal_S10 - Ribosomal protein S10p/S20e	1	
pfam00343	Phosphorylase - Carbohydrate phosphorylase	1	
pfam00344	SecY - SecY translocase	1	
pfam00346	Complex1_49kDa - Respiratory-chain NADH dehydrogenase, 49 Kd subunit	2	
pfam00347	Ribosomal_L6 - Ribosomal protein L6	1	
pfam00348	polyprenyl_synt - Polyprenyl synthetase	2	
pfam00352	TBP - Transcription factor TFIID (or TATA-binding protein, TBP)	2	
pfam00355	Rieske - Rieske [2Fe-2S] domain	2	
pfam00361	Proton_antipo_M - Proton-conducting membrane transporter	4	
pfam00364	Biotin_lipoyl - Biotin-requiring enzyme	1	
pfam00366	Ribosomal_S17 - Ribosomal protein S17	1	
pfam00368	HMG-CoA_red - Hydroxymethylglutaryl-coenzyme A reductase	1	
pfam00374	NiFeSe_Hases - Nickel-dependent hydrogenase	5	
pfam00380	Ribosomal_S9 - Ribosomal protein S9/S16	1	
pfam00382	TFIIB - Transcription factor TFIIB repeat	1	
pfam00383	dCMP_cyt_deam_1 - Cytidine and deoxycytidylate deaminase zinc-binding region	2	
pfam00384	Molybdopterin - Molybdopterin oxidoreductase	3	
pfam00389	2-Hacid_dh - D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	2	
pfam00390	malic - Malic enzyme, N-terminal domain	1	
pfam00391	PEP-utilizers - PEP-utilising enzyme, mobile domain	3	
pfam00398	RrnaAD - Ribosomal RNA adenine dimethylase	1	
pfam00400	WD40 - WD domain, G-beta repeat	1	
pfam00403	HMA - Heavy-metal-associated domain	3	
pfam00406	ADK - Adenylate kinase	1	
pfam00408	PGM_PMM_IV - Phosphoglucomutase/phosphomannomutase, C-terminal domain	2	
pfam00410	Ribosomal_S8 - Ribosomal protein S8	1	
pfam00411	Ribosomal_S11 - Ribosomal protein S11	1	
pfam00413	Peptidase_M10 - Matrixin	2	
pfam00416	Ribosomal_S13 - Ribosomal protein S13/S18	1	
pfam00420	Oxidored_q2 - NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	1	
pfam00425	Chorismate_bind - chorismate binding enzyme	1	
pfam00428	Ribosomal_60s - 60s Acidic ribosomal protein	1	
pfam00430	ATP-synt_B - ATP synthase B/B' CF(0)	1	
pfam00431	CUB - CUB domain	2	
pfam00437	T2SSE - Type II/IV secretion system protein	3	
pfam00440	TetR_N - Bacterial regulatory proteins, tetR family	11	
pfam00448	SRP54 - SRP54-type protein, GTPase domain	2	
pfam00459	Inositol_P - Inositol monophosphatase family	1	
pfam00462	Glutaredoxin - Glutaredoxin	3	
pfam00464	SHMT - Serine hydroxymethyltransferase	1	
pfam00465	Fe-ADH - Iron-containing alcohol dehydrogenase	1	
pfam00466	Ribosomal_L10 - Ribosomal protein L10	1	
pfam00467	KOW - KOW motif	2	
pfam00474	SSF - Sodium:solute symporter family	2	
pfam00475	IGPD - Imidazoleglycerol-phosphate dehydratase	1	
pfam00482	T2SSF - Type II secretion system (T2SS), protein F	1	
pfam00483	NTP_transferase - Nucleotidyl transferase	6	
pfam00488	MutS_V - MutS domain V	2	
pfam00490	ALAD - Delta-aminolevulinic acid dehydratase	1	
pfam00491	Arginase - Arginase family	1	
pfam00493	MCM - MCM2/3/5 family	1	
pfam00496	SBP_bac_5 - Bacterial extracellular solute-binding proteins, family 5 Middle	12	
pfam00499	Oxidored_q3 - NADH-ubiquinone/plastoquinone oxidoreductase chain 6	2	
pfam00501	AMP-binding - AMP-binding enzyme	7	
pfam00507	Oxidored_q4 - NADH-ubiquinone/plastoquinone oxidoreductase, chain 3	1	
pfam00512	HisKA - His Kinase A (phospho-acceptor) domain	6	
pfam00515	TPR_1 - Tetratricopeptide repeat	9	
pfam00521	DNA_topoisoIV - DNA gyrase/topoisomerase IV, subunit A	1	
pfam00528	BPD_transp_1 - Binding-protein-dependent transport system inner membrane component	26	
pfam00534	Glycos_transf_1 - Glycosyl transferases group 1	21	
pfam00535	Glycos_transf_2 - Glycosyl transferase family 2	16	
pfam00543	P-II - Nitrogen regulatory protein P-II	10	
pfam00550	PP-binding - Phosphopantetheine attachment site	1	
pfam00551	Formyl_trans_N - Formyl transferase	2	
pfam00557	Peptidase_M24 - Metallopeptidase family M24	3	
pfam00561	Abhydrolase_1 - alpha/beta hydrolase fold	4	
pfam00562	RNA_pol_Rpb2_6 - RNA polymerase Rpb2, domain 6	1	
pfam00570	HRDC - HRDC domain	1	
pfam00571	CBS - CBS domain	16	
pfam00572	Ribosomal_L13 - Ribosomal protein L13	1	
pfam00573	Ribosomal_L4 - Ribosomal protein L4/L1 family	1	
pfam00574	CLP_protease - Clp protease	1	
pfam00575	S1 - S1 RNA binding domain	3	
pfam00578	AhpC-TSA - AhpC/TSA family	3	
pfam00579	tRNA-synt_1b - tRNA synthetases class I (W and Y)	2	
pfam00581	Rhodanese - Rhodanese-like domain	4	
pfam00582	Usp - Universal stress protein family	13	
pfam00583	Acetyltransf_1 - Acetyltransferase (GNAT) family	22	
pfam00586	AIRS - AIR synthase related protein, N-terminal domain	6	
pfam00587	tRNA-synt_2b - tRNA synthetase class II core domain (G, H, P, S and T)	4	
pfam00588	SpoU_methylase - SpoU rRNA Methylase family	1	
pfam00589	Phage_integrase - Phage integrase family	3	
pfam00590	TP_methylase - Tetrapyrrole (Corrin/Porphyrin) Methylases	6	
pfam00591	Glycos_transf_3 - Glycosyl transferase family, a/b domain	2	
pfam00596	Aldolase_II - Class II Aldolase and Adducin N-terminal domain	1	
pfam00623	RNA_pol_Rpb1_2 - RNA polymerase Rpb1, domain 2	1	
pfam00633	HHH - Helix-hairpin-helix motif	3	
pfam00654	Voltage_CLC - Voltage gated chloride channel	2	
pfam00656	Peptidase_C14 - Caspase domain	1	
pfam00662	Proton_antipo_N - NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	2	
pfam00664	ABC_membrane - ABC transporter transmembrane region	4	
pfam00670	AdoHcyase_NAD - S-adenosyl-L-homocysteine hydrolase, NAD binding domain	1	
pfam00672	HAMP - HAMP domain	1	
pfam00673	Ribosomal_L5_C - ribosomal L5P family C-terminus	1	
pfam00679	EFG_C - Elongation factor G C-terminus	1	
pfam00682	HMGL-like - HMGL-like	5	
pfam00684	DnaJ_CXXCXGXG - DnaJ central domain	2	
pfam00687	Ribosomal_L1 - Ribosomal protein L1p/L10e family	1	
pfam00689	Cation_ATPase_C - Cation transporting ATPase, C-terminus	5	
pfam00690	Cation_ATPase_N - Cation transporter/ATPase, N-terminus	5	
pfam00692	dUTPase - dUTPase	1	
pfam00694	Aconitase_C - Aconitase C-terminal domain	4	
pfam00696	AA_kinase - Amino acid kinase family	6	
pfam00697	PRAI - N-(5'phosphoribosyl)anthranilate (PRA) isomerase	2	
pfam00701	DHDPS - Dihydrodipicolinate synthetase family	1	
pfam00702	Hydrolase - haloacid dehalogenase-like hydrolase	9	
pfam00705	PCNA_N - Proliferating cell nuclear antigen, N-terminal domain	1	
pfam00708	Acylphosphatase - Acylphosphatase	2	
pfam00709	Adenylsucc_synt - Adenylosuccinate synthetase	1	
pfam00710	Asparaginase - Asparaginase, N-terminal	1	
pfam00717	Peptidase_S24 - Peptidase S24-like	4	
pfam00719	Pyrophosphatase - Inorganic pyrophosphatase	3	
pfam00723	Glyco_hydro_15 - Glycosyl hydrolases family 15	2	
pfam00724	Oxidored_FMN - NADH:flavin oxidoreductase / NADH oxidase family	3	
pfam00730	HhH-GPD - HhH-GPD superfamily base excision DNA repair protein	4	
pfam00731	AIRC - AIR carboxylase	2	
pfam00733	Asn_synthase - Asparagine synthase	3	
pfam00736	EF1_GNE - EF-1 guanine nucleotide exchange domain	1	
pfam00741	Gas_vesicle - Gas vesicle protein	6	
pfam00742	Homoserine_dh - Homoserine dehydrogenase	1	
pfam00745	GlutR_dimer - Glutamyl-tRNAGlu reductase, dimerisation domain	1	
pfam00749	tRNA-synt_1c - tRNA synthetases class I (E and Q), catalytic domain	1	
pfam00750	tRNA-synt_1d - tRNA synthetases class I (R)	1	
pfam00752	XPG_N - XPG N-terminal domain	1	
pfam00753	Lactamase_B - Metallo-beta-lactamase superfamily	12	
pfam00763	THF_DHG_CYH - Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	1	
pfam00764	Arginosuc_synth - Arginosuccinate synthase	3	
pfam00773	RNB - RNB domain	1	
pfam00782	DSPc - Dual specificity phosphatase, catalytic domain	1	
pfam00795	CN_hydrolase - Carbon-nitrogen hydrolase	2	
pfam00800	PDT - Prephenate dehydratase	1	
pfam00801	PKD - PKD domain	60	
pfam00805	Pentapeptide - Pentapeptide repeats (8 copies)	7	
pfam00808	CBFD_NFYB_HMF - Histone-like transcription factor (CBF/NF-Y) and archaeal histone	1	
pfam00809	Pterin_bind - Pterin binding enzyme	2	
pfam00814	Peptidase_M22 - Glycoprotease family	1	
pfam00815	Histidinol_dh - Histidinol dehydrogenase	1	
pfam00817	IMS - impB/mucB/samB family	2	
pfam00827	Ribosomal_L15e - Ribosomal L15	1	
pfam00828	Ribosomal_L27A - Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	1	
pfam00831	Ribosomal_L29 - Ribosomal L29 protein	1	
pfam00833	Ribosomal_S17e - Ribosomal S17	1	
pfam00850	Hist_deacetyl - Histone deacetylase domain	1	
pfam00856	SET - SET domain	2	
pfam00857	Isochorismatase - Isochorismatase family	3	
pfam00867	XPG_I - XPG I-region	1	
pfam00871	Acetate_kinase - Acetokinase family	1	
pfam00875	DNA_photolyase - DNA photolyase	1	
pfam00877	NLPC_P60 - NlpC/P60 family	2	
pfam00881	Nitroreductase - Nitroreductase family	11	
pfam00884	Sulfatase - Sulfatase	2	
pfam00885	DMRL_synthase - 6,7-dimethyl-8-ribityllumazine synthase	2	
pfam00891	Methyltransf_2 - O-methyltransferase	1	
pfam00892	EamA - EamA-like transporter family	4	
pfam00893	Multi_Drug_Res - Small Multidrug Resistance protein	1	
pfam00899	ThiF - ThiF family	2	
pfam00900	Ribosomal_S4e - Ribosomal family S4e	1	
pfam00902	TatC - Sec-independent protein translocase protein (TatC)	2	
pfam00909	Ammonium_transp - Ammonium Transporter Family	4	
pfam00919	UPF0004 - Uncharacterized protein family UPF0004	1	
pfam00920	ILVD_EDD - Dehydratase family	2	
pfam00924	MS_channel - Mechanosensitive ion channel	6	
pfam00926	DHBP_synthase - 3,4-dihydroxy-2-butanone 4-phosphate synthase	1	
pfam00930	DPPIV_N - Dipeptidyl peptidase IV (DPP IV) N-terminal region	1	
pfam00932	LTD - Lamin Tail Domain	3	
pfam00935	Ribosomal_L44 - Ribosomal protein L44	1	
pfam00950	ABC-3 - ABC 3 transport family	1	
pfam00958	GMP_synt_C - GMP synthase C terminal domain	1	
pfam00963	Cohesin - Cohesin domain	1	
pfam00977	His_biosynth - Histidine biosynthesis protein	3	
pfam00984	UDPG_MGDP_dh - UDP-glucose/GDP-mannose dehydrogenase family, central domain	3	
pfam00986	DNA_gyraseB_C - DNA gyrase B subunit, carboxyl terminus	1	
pfam00988	CPSase_sm_chain - Carbamoyl-phosphate synthase small chain, CPSase domain	1	
pfam00989	PAS - PAS fold	5	
pfam00994	MoCF_biosynth - Probable molybdopterin binding domain	3	
pfam00999	Na_H_Exchanger - Sodium/hydrogen exchanger family	8	
pfam01000	RNA_pol_A_bac - RNA polymerase Rpb3/RpoA insert domain	1	
pfam01008	IF-2B - Initiation factor 2 subunit family	2	
pfam01011	PQQ - PQQ enzyme repeat	1	
pfam01015	Ribosomal_S3Ae - Ribosomal S3Ae family	1	
pfam01020	Ribosomal_L40e - Ribosomal L40e family	1	
pfam01022	HTH_5 - Bacterial regulatory protein, arsR family	18	
pfam01025	GrpE - GrpE	1	
pfam01026	TatD_DNase - TatD related DNase	2	
pfam01032	FecCD - FecCD transport family	8	
pfam01035	DNA_binding_1 - 6-O-methylguanine DNA methyltransferase, DNA binding domain	1	
pfam01037	AsnC_trans_reg - Lrp/AsnC ligand binding domain	2	
pfam01040	UbiA - UbiA prenyltransferase family	6	
pfam01041	DegT_DnrJ_EryC1 - DegT/DnrJ/EryC1/StrS aminotransferase family	2	
pfam01047	MarR - MarR family	8	
pfam01048	PNP_UDP_1 - Phosphorylase superfamily	1	
pfam01050	MannoseP_isomer - Mannose-6-phosphate isomerase	2	
pfam01053	Cys_Met_Meta_PP - Cys/Met metabolism PLP-dependent enzyme	3	
pfam01058	Oxidored_q6 - NADH ubiquinone oxidoreductase, 20 Kd subunit	6	
pfam01061	ABC2_membrane - ABC-2 type transporter	9	
pfam01063	Aminotran_4 - Amino-transferase class IV	1	
pfam01066	CDP-OH_P_transf - CDP-alcohol phosphatidyltransferase	3	
pfam01068	DNA_ligase_A_M - ATP dependent DNA ligase domain	2	
pfam01070	FMN_dh - FMN-dependent dehydrogenase	1	
pfam01071	GARS_A - Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	1	
pfam01077	NIR_SIR - Nitrite and sulphite reductase 4Fe-4S domain	5	
pfam01078	Mg_chelatase - Magnesium chelatase, subunit ChlI	2	
pfam01090	Ribosomal_S19e - Ribosomal protein S19e	1	
pfam01092	Ribosomal_S6e - Ribosomal protein S6e	1	
pfam01095	Pectinesterase - Pectinesterase	1	
pfam01096	TFIIS_C - Transcription factor S-II (TFIIS)	1	
pfam01113	DapB_N - Dihydrodipicolinate reductase, N-terminus	3	
pfam01118	Semialdhyde_dh - Semialdehyde dehydrogenase, NAD binding domain	2	
pfam01119	DNA_mis_repair - DNA mismatch repair protein, C-terminal domain	1	
pfam01131	Topoisom_bac - DNA topoisomerase	2	
pfam01135	PCMT - Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	2	
pfam01136	Peptidase_U32 - Peptidase family U32	3	
pfam01137	RTC - RNA 3'-terminal phosphate cyclase	1	
pfam01138	RNase_PH - 3' exoribonuclease family, domain 1	2	
pfam01139	RtcB - tRNA-splicing ligase RtcB	1	
pfam01142	TruD - tRNA pseudouridine synthase D (TruD)	1	
pfam01145	Band_7 - SPFH domain / Band 7 family	1	
pfam01155	HypA - Hydrogenase/urease nickel incorporation, metallochaperone, hypA	1	
pfam01157	Ribosomal_L21e - Ribosomal protein L21e	1	
pfam01161	PBP - Phosphatidylethanolamine-binding protein	1	
pfam01163	RIO1 - RIO1 family	3	
pfam01168	Ala_racemase_N - Alanine racemase, N-terminal domain	1	
pfam01170	UPF0020 - Putative RNA methylase family UPF0020	1	
pfam01171	ATP_bind_3 - PP-loop family	1	
pfam01172	SBDS - Shwachman-Bodian-Diamond syndrome (SBDS) protein	1	
pfam01174	SNO - SNO glutamine amidotransferase family	1	
pfam01176	eIF-1a - Translation initiation factor 1A / IF-1	3	
pfam01180	DHO_dh - Dihydroorotate dehydrogenase	1	
pfam01184	Grp1_Fun34_YaaH - GPR1/FUN34/yaaH family	3	
pfam01191	RNA_pol_Rpb5_C - RNA polymerase Rpb5, C-terminal domain	1	
pfam01192	RNA_pol_Rpb6 - RNA polymerase Rpb6	1	
pfam01193	RNA_pol_L - RNA polymerase Rpb3/Rpb11 dimerisation domain	1	
pfam01194	RNA_pol_N - RNA polymerases N / 8 kDa subunit	1	
pfam01198	Ribosomal_L31e - Ribosomal protein L31e	1	
pfam01200	Ribosomal_S28e - Ribosomal protein S28e	1	
pfam01201	Ribosomal_S8e - Ribosomal protein S8e	1	
pfam01202	SKI - Shikimate kinase	2	
pfam01205	UPF0029 - Uncharacterized protein family UPF0029	1	
pfam01206	TusA - Sulfurtransferase TusA	1	
pfam01207	Dus - Dihydrouridine synthase (Dus)	2	
pfam01208	URO-D - Uroporphyrinogen decarboxylase (URO-D)	5	
pfam01230	HIT - HIT domain	1	
pfam01235	Na_Ala_symp - Sodium:alanine symporter family	1	
pfam01242	PTPS - 6-pyruvoyl tetrahydropterin synthase	1	
pfam01243	Pyridox_oxidase - Pyridoxamine 5'-phosphate oxidase	7	
pfam01248	Ribosomal_L7Ae - Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	2	
pfam01253	SUI1 - Translation initiation factor SUI1	1	
pfam01255	Prenyltransf - Putative undecaprenyl diphosphate synthase	3	
pfam01256	Carb_kinase - Carbohydrate kinase	1	
pfam01258	zf-dskA_traR - Prokaryotic dksA/traR C4-type zinc finger	1	
pfam01259	SAICAR_synt - SAICAR synthetase	1	
pfam01261	AP_endonuc_2 - Xylose isomerase-like TIM barrel	3	
pfam01264	Chorismate_synt - Chorismate synthase	1	
pfam01266	DAO - FAD dependent oxidoreductase	3	
pfam01269	Fibrillarin - Fibrillarin	1	
pfam01280	Ribosomal_L19e - Ribosomal protein L19e	1	
pfam01282	Ribosomal_S24e - Ribosomal protein S24e	1	
pfam01287	eIF-5a - Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold	1	
pfam01297	ZnuA - Zinc-uptake complex component A periplasmic	1	
pfam01300	Sua5_yciO_yrdC - Telomere recombination	2	
pfam01314	AFOR_C - Aldehyde ferredoxin oxidoreductase, domains 2 & 3	1	
pfam01321	Creatinase_N - Creatinase/Prolidase N-terminal domain	1	
pfam01325	Fe_dep_repress - Iron dependent repressor, N-terminal DNA binding domain	3	
pfam01326	PPDK_N - Pyruvate phosphate dikinase, PEP/pyruvate binding domain	3	
pfam01336	tRNA_anti-codon - OB-fold nucleic acid binding domain	5	
pfam01339	CheB_methylest - CheB methylesterase	2	
pfam01343	Peptidase_S49 - Peptidase family S49	1	
pfam01345	DUF11 - Domain of unknown function DUF11	1	
pfam01351	RNase_HII - Ribonuclease HII	1	
pfam01361	Tautomerase - Tautomerase enzyme	1	
pfam01368	DHH - DHH family	3	
pfam01370	Epimerase - NAD dependent epimerase/dehydratase family	4	
pfam01379	Porphobil_deam - Porphobilinogen deaminase, dipyromethane cofactor binding domain	1	
pfam01380	SIS - SIS domain	2	
pfam01381	HTH_3 - Helix-turn-helix	10	
pfam01384	PHO4 - Phosphate transporter family	1	
pfam01385	OrfB_IS605 - Probable transposase	3	
pfam01396	zf-C4_Topoisom - Topoisomerase DNA binding C4 zinc finger	2	
pfam01402	RHH_1 - Ribbon-helix-helix protein, copG family	3	
pfam01406	tRNA-synt_1e - tRNA synthetases class I (C) catalytic domain	1	
pfam01408	GFO_IDH_MocA - Oxidoreductase family, NAD-binding Rossmann fold	1	
pfam01409	tRNA-synt_2d - tRNA synthetases class II core domain (F)	4	
pfam01411	tRNA-synt_2c - tRNA synthetases class II (A)	2	
pfam01416	PseudoU_synth_1 - tRNA pseudouridine synthase	1	
pfam01423	LSM - LSM domain	2	
pfam01425	Amidase - Amidase	1	
pfam01431	Peptidase_M13 - Peptidase family M13	1	
pfam01433	Peptidase_M1 - Peptidase family M1	1	
pfam01435	Peptidase_M48 - Peptidase family M48	3	
pfam01436	NHL - NHL repeat	1	
pfam01450	IlvC - Acetohydroxy acid isomeroreductase, catalytic domain	1	
pfam01451	LMWPc - Low molecular weight phosphotyrosine protein phosphatase	1	
pfam01455	HupF_HypC - HupF/HypC family	1	
pfam01458	UPF0051 - Uncharacterized protein family (UPF0051)	2	
pfam01467	CTP_transf_like - Cytidylyltransferase-like	3	
pfam01471	PG_binding_1 - Putative peptidoglycan binding domain	1	
pfam01472	PUA - PUA domain	6	
pfam01475	FUR - Ferric uptake regulator family	1	
pfam01478	Peptidase_A24 - Type IV leader peptidase family	1	
pfam01479	S4 - S4 domain	3	
pfam01487	DHquinase_I - Type I 3-dehydroquinase	1	
pfam01488	Shikimate_DH - Shikimate / quinate 5-dehydrogenase	2	
pfam01493	GXGXG - GXGXG motif	3	
pfam01494	FAD_binding_3 - FAD binding domain	3	
pfam01496	V_ATPase_I - V-type ATPase 116kDa subunit family	1	
pfam01497	Peripla_BP_2 - Periplasmic binding protein	15	
pfam01502	PRA-CH - Phosphoribosyl-AMP cyclohydrolase	1	
pfam01503	PRA-PH - Phosphoribosyl-ATP pyrophosphohydrolase	1	
pfam01507	PAPS_reduct - Phosphoadenosine phosphosulfate reductase family	2	
pfam01509	TruB_N - TruB family pseudouridylate synthase (N terminal domain)	1	
pfam01513	NAD_kinase - ATP-NAD kinase	1	
pfam01515	PTA_PTB - Phosphate acetyl/butaryl transferase	1	
pfam01521	Fe-S_biosyn - Iron-sulphur cluster biosynthesis	1	
pfam01522	Polysacc_deac_1 - Polysaccharide deacetylase	3	
pfam01523	PmbA_TldD - Putative modulator of DNA gyrase	2	
