Pfam ID	Pfam Name	Gene Count	
pfam00057	Ldl_recept_a - Low-density lipoprotein receptor domain class A	25	
pfam00058	Ldl_recept_b - Low-density lipoprotein receptor repeat class B	8	
pfam00059	Lectin_C - Lectin C-type domain	16	
pfam00060	Lig_chan - Ligand-gated ion channel	27	
pfam00061	Lipocalin - Lipocalin / cytosolic fatty-acid binding protein family	11	
pfam00062	Lys - C-type lysozyme/alpha-lactalbumin family	3	
pfam00063	Myosin_head - Myosin head (motor domain)	16	
pfam00066	Notch - LNR domain	1	
pfam00067	p450 - Cytochrome P450	79	
pfam00068	Phospholip_A2_1 - Phospholipase A2	1	
pfam00069	Pkinase - Protein kinase domain	154	
pfam00071	Ras - Ras family	61	
pfam00075	RNase_H - RNase H	3	
pfam00076	RRM_1 - RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	106	
pfam00077	RVP - Retroviral aspartyl protease	1	
pfam00078	RVT_1 - Reverse transcriptase (RNA-dependent DNA polymerase)	4	
pfam00079	Serpin - Serpin (serine protease inhibitor)	32	
pfam00080	Sod_Cu - Copper/zinc superoxide dismutase (SODC)	6	
pfam00081	Sod_Fe_N - Iron/manganese superoxide dismutases, alpha-hairpin domain	1	
pfam00082	Peptidase_S8 - Subtilase family	7	
pfam00083	Sugar_tr - Sugar (and other) transporter	114	
pfam00084	Sushi - Sushi repeat (SCR repeat)	7	
pfam00085	Thioredoxin - Thioredoxin	22	
pfam00086	Thyroglobulin_1 - Thyroglobulin type-1 repeat	3	
pfam00088	Trefoil - Trefoil (P-type) domain	1	
pfam00089	Trypsin - Trypsin	154	
pfam00090	TSP_1 - Thrombospondin type 1 domain	13	
pfam00091	Tubulin - Tubulin/FtsZ family, GTPase domain	15	
pfam00092	VWA - von Willebrand factor type A domain	3	
pfam00093	VWC - von Willebrand factor type C domain	3	
pfam00094	VWD - von Willebrand factor type D domain	7	
pfam00095	WAP - WAP-type (Whey Acidic Protein) 'four-disulfide core'	6	
pfam00096	zf-C2H2 - Zinc finger, C2H2 type	76	
pfam00097	zf-C3HC4 - Zinc finger, C3HC4 type (RING finger)	6	
pfam00098	zf-CCHC - Zinc knuckle	18	
pfam00100	Zona_pellucida - Zona pellucida-like domain	8	
pfam00102	Y_phosphatase - Protein-tyrosine phosphatase	14	
pfam00104	Hormone_recep - Ligand-binding domain of nuclear hormone receptor	18	
pfam00105	zf-C4 - Zinc finger, C4 type (two domains)	14	
pfam00106	adh_short - short chain dehydrogenase	65	
pfam00107	ADH_zinc_N - Zinc-binding dehydrogenase	11	
pfam00108	Thiolase_N - Thiolase, N-terminal domain	6	
pfam00109	ketoacyl-synt - Beta-ketoacyl synthase, N-terminal domain	14	
pfam00110	wnt - wnt family	9	
pfam00111	Fer2 - 2Fe-2S iron-sulfur cluster binding domain	3	
pfam00112	Peptidase_C1 - Papain family cysteine protease	11	
pfam00113	Enolase_C - Enolase, C-terminal TIM barrel domain	2	
pfam00117	GATase - Glutamine amidotransferase class-I	3	
pfam00118	Cpn60_TCP1 - TCP-1/cpn60 chaperonin family	10	
pfam00120	Gln-synt_C - Glutamine synthetase, catalytic domain	4	
pfam00121	TIM - Triosephosphate isomerase	1	
pfam00122	E1-E2_ATPase - E1-E2 ATPase	14	
pfam00125	Histone - Core histone H2A/H2B/H3/H4	13	
pfam00128	Alpha-amylase - Alpha amylase, catalytic domain	10	
pfam00130	C1_1 - Phorbol esters/diacylglycerol binding domain (C1 domain)	17	
pfam00132	Hexapep - Bacterial transferase hexapeptide (six repeats)	3	
pfam00133	tRNA-synt_1 - tRNA synthetases class I (I, L, M and V)	6	
pfam00134	Cyclin_N - Cyclin, N-terminal domain	16	
pfam00135	COesterase - Carboxylesterase family	76	
pfam00136	DNA_pol_B - DNA polymerase family B	4	
pfam00137	ATP-synt_C - ATP synthase subunit C	3	
pfam00145	DNA_methylase - C-5 cytosine-specific DNA methylase	3	
pfam00147	Fibrinogen_C - Fibrinogen beta and gamma chains, C-terminal globular domain	3	
pfam00149	Metallophos - Calcineurin-like phosphoesterase	26	
pfam00151	Lipase - Lipase	33	
pfam00152	tRNA-synt_2 - tRNA synthetases class II (D, K and N)	7	
pfam00153	Mito_carr - Mitochondrial carrier protein	36	
pfam00155	Aminotran_1_2 - Aminotransferase class I and II	11	
pfam00156	Pribosyltran - Phosphoribosyl transferase domain	4	
pfam00157	Pou - Pou domain - N-terminal to homeobox domain	2	
pfam00159	Hormone_3 - Pancreatic hormone peptide	1	
pfam00160	Pro_isomerase - Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	19	
pfam00162	PGK - Phosphoglycerate kinase	1	
pfam00163	Ribosomal_S4 - Ribosomal protein S4/S9 N-terminal domain	2	
pfam00164	Ribosom_S12_S23 - Ribosomal protein S12/S23	2	
pfam00166	Cpn10 - Chaperonin 10 Kd subunit	1	
pfam00167	FGF - Fibroblast growth factor	1	
pfam00168	C2 - C2 domain	41	
pfam00169	PH - PH domain	27	
pfam00170	bZIP_1 - bZIP transcription factor	5	
pfam00171	Aldedh - Aldehyde dehydrogenase family	11	
pfam00173	Cyt-b5 - Cytochrome b5-like Heme/Steroid binding domain	13	
pfam00174	Oxidored_molyb - Oxidoreductase molybdopterin binding domain	1	
pfam00175	NAD_binding_1 - Oxidoreductase NAD-binding domain	7	
pfam00176	SNF2_N - SNF2 family N-terminal domain	15	
pfam00177	Ribosomal_S7 - Ribosomal protein S7p/S5e	1	
pfam00178	Ets - Ets-domain	8	
pfam00179	UQ_con - Ubiquitin-conjugating enzyme	24	
pfam00180	Iso_dh - Isocitrate/isopropylmalate dehydrogenase	7	
pfam00181	Ribosomal_L2 - Ribosomal Proteins L2, RNA binding domain	2	
pfam00183	HSP90 - Hsp90 protein	3	
pfam00185	OTCace - Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	1	
pfam00186	DHFR_1 - Dihydrofolate reductase	1	
pfam00188	CAP - Cysteine-rich secretory protein family	7	
pfam00189	Ribosomal_S3_C - Ribosomal protein S3, C-terminal domain	1	
pfam00191	Annexin - Annexin	3	
pfam00194	Carb_anhydrase - Eukaryotic-type carbonic anhydrase	10	
pfam00198	2-oxoacid_dh - 2-oxoacid dehydrogenases acyltransferase (catalytic domain)	4	
pfam00199	Catalase - Catalase	7	
pfam00200	Disintegrin - Disintegrin	5	
pfam00201	UDPGT - UDP-glucoronosyl and UDP-glucosyl transferase	37	
pfam00202	Aminotran_3 - Aminotransferase class-III	5	
pfam00203	Ribosomal_S19 - Ribosomal protein S19	1	
pfam00204	DNA_gyraseB - DNA gyrase B	1	
pfam00205	TPP_enzyme_M - Thiamine pyrophosphate enzyme, central domain	1	
pfam00206	Lyase_1 - Lyase	3	
pfam00207	A2M - Alpha-2-macroglobulin family	4	
pfam00208	ELFV_dehydrog - Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	3	
pfam00209	SNF - Sodium:neurotransmitter symporter family	17	
pfam00210	Ferritin - Ferritin-like domain	3	
pfam00211	Guanylate_cyc - Adenylate and Guanylate cyclase catalytic domain	24	
pfam00213	OSCP - ATP synthase delta (OSCP) subunit	2	
pfam00215	OMPdecase - Orotidine 5'-phosphate decarboxylase / HUMPS family	1	
pfam00217	ATP-gua_Ptrans - ATP:guanido phosphotransferase, C-terminal catalytic domain	2	
pfam00219	IGFBP - Insulin-like growth factor binding protein	1	
pfam00224	PK - Pyruvate kinase, barrel domain	3	
pfam00225	Kinesin - Kinesin motor domain	21	
pfam00226	DnaJ - DnaJ domain	27	
pfam00227	Proteasome - Proteasome subunit	14	
pfam00229	TNF - TNF(Tumour Necrosis Factor) family	2	
pfam00230	MIP - Major intrinsic protein	6	
pfam00231	ATP-synt - ATP synthase	2	
pfam00232	Glyco_hydro_1 - Glycosyl hydrolase family 1	24	
pfam00233	PDEase_I - 3'5'-cyclic nucleotide phosphodiesterase	9	
pfam00235	Profilin - Profilin	1	
pfam00237	Ribosomal_L22 - Ribosomal protein L22p/L17e	2	
pfam00238	Ribosomal_L14 - Ribosomal protein L14p/L23e	2	
pfam00240	ubiquitin - Ubiquitin family	20	
pfam00241	Cofilin_ADF - Cofilin/tropomyosin-type actin-binding protein	5	
pfam00244	14-3-3 - 14-3-3 protein	2	
pfam00245	Alk_phosphatase - Alkaline phosphatase	8	
pfam00246	Peptidase_M14 - Zinc carboxypeptidase	29	
pfam00248	Aldo_ket_red - Aldo/keto reductase family	19	
pfam00249	Myb_DNA-binding - Myb-like DNA-binding domain	10	
pfam00250	Forkhead - Forkhead domain	18	
pfam00251	Glyco_hydro_32N - Glycosyl hydrolases family 32 N-terminal domain	2	
pfam00252	Ribosomal_L16 - Ribosomal protein L16p/L10e	2	
pfam00253	Ribosomal_S14 - Ribosomal protein S14p/S29e	2	
pfam00254	FKBP_C - FKBP-type peptidyl-prolyl cis-trans isomerase	10	
pfam00255	GSHPx - Glutathione peroxidase	2	
pfam00258	Flavodoxin_1 - Flavodoxin	4	
pfam00261	Tropomyosin - Tropomyosin	3	
pfam00262	Calreticulin - Calreticulin family	2	
pfam00266	Aminotran_5 - Aminotransferase class-V	5	
pfam00268	Ribonuc_red_sm - Ribonucleotide reductase, small chain	1	
pfam00270	DEAD - DEAD/DEAH box helicase	53	
pfam00271	Helicase_C - Helicase conserved C-terminal domain	69	
pfam00272	Cecropin - Cecropin family	12	
pfam00274	Glycolytic - Fructose-bisphosphate aldolase class-I	2	
pfam00276	Ribosomal_L23 - Ribosomal protein L23	2	
pfam00278	Orn_DAP_Arg_deC - Pyridoxal-dependent decarboxylase, C-terminal sheet domain	1	
pfam00281	Ribosomal_L5 - Ribosomal protein L5	1	
pfam00282	Pyridoxal_deC - Pyridoxal-dependent decarboxylase conserved domain	10	
pfam00285	Citrate_synt - Citrate synthase, C-terminal domain	2	
pfam00287	Na_K-ATPase - Sodium / potassium ATPase beta chain	6	
pfam00288	GHMP_kinases_N - GHMP kinases N terminal domain	3	
pfam00289	Biotin_carb_N - Biotin carboxylase, N-terminal domain	3	
pfam00291	PALP - Pyridoxal-phosphate dependent enzyme	7	
pfam00292	PAX - 'Paired box' domain	6	
pfam00293	NUDIX - NUDIX domain	13	
pfam00294	PfkB - pfkB family carbohydrate kinase	3	
pfam00297	Ribosomal_L3 - Ribosomal protein L3	2	
pfam00298	Ribosomal_L11 - Ribosomal protein L11, RNA binding domain	2	
pfam00300	His_Phos_1 - Histidine phosphatase superfamily (branch 1)	4	
pfam00303	Thymidylat_synt - Thymidylate synthase	1	
pfam00306	ATP-synt_ab_C - ATP synthase alpha/beta chain, C terminal domain	1	
pfam00307	CH - Calponin homology (CH) domain	20	
pfam00310	GATase_2 - Glutamine amidotransferases class-II	2	
pfam00312	Ribosomal_S15 - Ribosomal protein S15	2	
pfam00313	CSD - 'Cold-shock' DNA-binding domain	4	
pfam00316	FBPase - Fructose-1-6-bisphosphatase, N-terminal domain	1	
pfam00317	Ribonuc_red_lgN - Ribonucleotide reductase, all-alpha domain	1	
pfam00318	Ribosomal_S2 - Ribosomal protein S2	2	
pfam00319	SRF-TF - SRF-type transcription factor (DNA-binding and dimerisation domain)	3	
pfam00320	GATA - GATA zinc finger	5	
pfam00324	AA_permease - Amino acid permease	7	
pfam00326	Peptidase_S9 - Prolyl oligopeptidase family	10	
pfam00327	Ribosomal_L30 - Ribosomal protein L30p/L7e	2	
pfam00328	His_Phos_2 - Histidine phosphatase superfamily (branch 2)	12	
pfam00329	Complex1_30kDa - Respiratory-chain NADH dehydrogenase, 30 Kd subunit	2	
pfam00330	Aconitase - Aconitase family (aconitate hydratase)	3	
pfam00333	Ribosomal_S5 - Ribosomal protein S5, N-terminal domain	2	
pfam00334	NDK - Nucleoside diphosphate kinase	5	
pfam00335	Tetraspannin - Tetraspanin family	21	
pfam00337	Gal-bind_lectin - Galactoside-binding lectin	3	
pfam00338	Ribosomal_S10 - Ribosomal protein S10p/S20e	3	
pfam00339	Arrestin_N - Arrestin (or S-antigen), N-terminal domain	9	
pfam00342	PGI - Phosphoglucose isomerase	1	
pfam00343	Phosphorylase - Carbohydrate phosphorylase	1	
pfam00344	SecY - SecY translocase	1	
pfam00346	Complex1_49kDa - Respiratory-chain NADH dehydrogenase, 49 Kd subunit	2	
pfam00347	Ribosomal_L6 - Ribosomal protein L6	1	
pfam00348	polyprenyl_synt - Polyprenyl synthetase	9	
pfam00349	Hexokinase_1 - Hexokinase	2	
pfam00350	Dynamin_N - Dynamin family	4	
pfam00351	Biopterin_H - Biopterin-dependent aromatic amino acid hydroxylase	3	
pfam00352	TBP - Transcription factor TFIID (or TATA-binding protein, TBP)	3	
pfam00354	Pentaxin - Pentaxin family	1	
pfam00355	Rieske - Rieske [2Fe-2S] domain	4	
pfam00362	Integrin_beta - Integrin beta chain VWA domain	4	
pfam00364	Biotin_lipoyl - Biotin-requiring enzyme	7	
pfam00365	PFK - Phosphofructokinase	1	
pfam00366	Ribosomal_S17 - Ribosomal protein S17	1	
pfam00368	HMG-CoA_red - Hydroxymethylglutaryl-coenzyme A reductase	1	
pfam00370	FGGY_N - FGGY family of carbohydrate kinases, N-terminal domain	7	
pfam00372	Hemocyanin_M - Hemocyanin, copper containing domain	10	
pfam00373	FERM_M - FERM central domain	20	
pfam00375	SDF - Sodium:dicarboxylate symporter family	2	
pfam00378	ECH_1 - Enoyl-CoA hydratase/isomerase	9	
pfam00379	Chitin_bind_4 - Insect cuticle protein	145	
pfam00380	Ribosomal_S9 - Ribosomal protein S9/S16	2	
pfam00382	TFIIB - Transcription factor TFIIB repeat	3	
pfam00383	dCMP_cyt_deam_1 - Cytidine and deoxycytidylate deaminase zinc-binding region	4	
pfam00384	Molybdopterin - Molybdopterin oxidoreductase	2	
pfam00385	Chromo - Chromo (CHRromatin Organisation MOdifier) domain	10	
pfam00387	PI-PLC-Y - Phosphatidylinositol-specific phospholipase C, Y domain	4	
pfam00388	PI-PLC-X - Phosphatidylinositol-specific phospholipase C, X domain	5	
pfam00389	2-Hacid_dh - D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	5	
pfam00390	malic - Malic enzyme, N-terminal domain	3	
pfam00391	PEP-utilizers - PEP-utilising enzyme, mobile domain	1	
pfam00393	6PGD - 6-phosphogluconate dehydrogenase, C-terminal domain	1	
pfam00394	Cu-oxidase - Multicopper oxidase	4	
pfam00397	WW - WW domain	18	
pfam00398	RrnaAD - Ribosomal RNA adenine dimethylase	1	
pfam00400	WD40 - WD domain, G-beta repeat	123	
pfam00402	Calponin - Calponin family repeat	5	
pfam00403	HMA - Heavy-metal-associated domain	1	
pfam00405	Transferrin - Transferrin	4	
pfam00406	ADK - Adenylate kinase	8	
pfam00408	PGM_PMM_IV - Phosphoglucomutase/phosphomannomutase, C-terminal domain	2	
pfam00410	Ribosomal_S8 - Ribosomal protein S8	1	
pfam00411	Ribosomal_S11 - Ribosomal protein S11	2	
pfam00412	LIM - LIM domain	24	
pfam00413	Peptidase_M10 - Matrixin	3	
pfam00415	RCC1 - Regulator of chromosome condensation (RCC1) repeat	11	
pfam00416	Ribosomal_S13 - Ribosomal protein S13/S18	1	
pfam00418	Tubulin-binding - Tau and MAP protein, tubulin-binding repeat	1	
pfam00428	Ribosomal_60s - 60s Acidic ribosomal protein	3	
pfam00431	CUB - CUB domain	17	
pfam00432	Prenyltrans - Prenyltransferase and squalene oxidase repeat	3	
pfam00433	Pkinase_C - Protein kinase C terminal domain	8	
pfam00435	Spectrin - Spectrin repeat	11	
pfam00436	SSB - Single-strand binding protein family	1	
pfam00438	S-AdoMet_synt_N - S-adenosylmethionine synthetase, N-terminal domain	1	
pfam00439	Bromodomain - Bromodomain	17	
pfam00441	Acyl-CoA_dh_1 - Acyl-CoA dehydrogenase, C-terminal domain	7	
pfam00443	UCH - Ubiquitin carboxyl-terminal hydrolase	23	
pfam00445	Ribonuclease_T2 - Ribonuclease T2 family	1	
pfam00448	SRP54 - SRP54-type protein, GTPase domain	2	
pfam00450	Peptidase_S10 - Serine carboxypeptidase	9	
pfam00453	Ribosomal_L20 - Ribosomal protein L20	1	
pfam00454	PI3_PI4_kinase - Phosphatidylinositol 3- and 4-kinase	12	
pfam00456	Transketolase_N - Transketolase, thiamine diphosphate binding domain	1	
pfam00458	WHEP-TRS - WHEP-TRS domain	3	
pfam00459	Inositol_P - Inositol monophosphatase family	4	
pfam00462	Glutaredoxin - Glutaredoxin	4	
pfam00464	SHMT - Serine hydroxymethyltransferase	1	
pfam00465	Fe-ADH - Iron-containing alcohol dehydrogenase	2	
pfam00466	Ribosomal_L10 - Ribosomal protein L10	1	
pfam00467	KOW - KOW motif	5	
pfam00472	RF-1 - RF-1 domain	3	
pfam00473	CRF - Corticotropin-releasing factor family	1	
pfam00474	SSF - Sodium:solute symporter family	8	
pfam00476	DNA_pol_A - DNA polymerase family A	3	
pfam00478	IMPDH - IMP dehydrogenase / GMP reductase domain	2	
pfam00479	G6PD_N - Glucose-6-phosphate dehydrogenase, NAD binding domain	1	
pfam00481	PP2C - Protein phosphatase 2C	9	
pfam00483	NTP_transferase - Nucleotidyl transferase	2	
pfam00484	Pro_CA - Carbonic anhydrase	1	
pfam00485	PRK - Phosphoribulokinase / Uridine kinase family	2	
pfam00487	FA_desaturase - Fatty acid desaturase	17	
pfam00488	MutS_V - MutS domain V	3	
pfam00490	ALAD - Delta-aminolevulinic acid dehydratase	1	
pfam00491	Arginase - Arginase family	1	
pfam00493	MCM - MCM2/3/5 family	8	
pfam00494	SQS_PSY - Squalene/phytoene synthase	1	
pfam00497	SBP_bac_3 - Bacterial extracellular solute-binding proteins, family 3	6	
pfam00498	FHA - FHA domain	11	
pfam00501	AMP-binding - AMP-binding enzyme	35	
pfam00503	G-alpha - G-protein alpha subunit	8	
pfam00505	HMG_box - HMG (high mobility group) box	23	
pfam00514	Arm - Armadillo/beta-catenin-like repeat	10	
pfam00515	TPR_1 - Tetratricopeptide repeat	7	
pfam00520	Ion_trans - Ion transport protein	42	
pfam00521	DNA_topoisoIV - DNA gyrase/topoisomerase IV, subunit A	1	
pfam00525	Crystallin - Alpha crystallin A chain, N terminal	1	
pfam00530	SRCR - Scavenger receptor cysteine-rich domain	2	
pfam00531	Death - Death domain	7	
pfam00533	BRCT - BRCA1 C Terminus (BRCT) domain	3	
pfam00534	Glycos_transf_1 - Glycosyl transferases group 1	3	
pfam00535	Glycos_transf_2 - Glycosyl transferase family 2	10	
pfam00536	SAM_1 - SAM domain (Sterile alpha motif)	17	
pfam00538	Linker_histone - linker histone H1 and H5 family	2	
pfam00542	Ribosomal_L12 - Ribosomal protein L7/L12 C-terminal domain	1	
pfam00549	Ligase_CoA - CoA-ligase	4	
pfam00550	PP-binding - Phosphopantetheine attachment site	4	
pfam00551	Formyl_trans_N - Formyl transferase	1	
pfam00554	RHD_DNA_bind - Rel homology DNA-binding domain	2	
pfam00557	Peptidase_M24 - Metallopeptidase family M24	10	
pfam00560	LRR_1 - Leucine Rich Repeat	12	
pfam00561	Abhydrolase_1 - alpha/beta hydrolase fold	26	
pfam00562	RNA_pol_Rpb2_6 - RNA polymerase Rpb2, domain 6	4	
pfam00564	PB1 - PB1 domain	3	
pfam00565	SNase - Staphylococcal nuclease homologue	1	
pfam00566	RabGAP-TBC - Rab-GTPase-TBC domain	23	
pfam00567	TUDOR - Tudor domain	11	
pfam00568	WH1 - WH1 domain	4	
pfam00569	ZZ - Zinc finger, ZZ type	4	
pfam00570	HRDC - HRDC domain	1	
pfam00571	CBS - CBS domain	4	
pfam00572	Ribosomal_L13 - Ribosomal protein L13	2	
pfam00573	Ribosomal_L4 - Ribosomal protein L4/L1 family	2	
pfam00574	CLP_protease - Clp protease	1	
pfam00575	S1 - S1 RNA binding domain	4	
pfam00576	Transthyretin - HIUase/Transthyretin family	1	
pfam00578	AhpC-TSA - AhpC/TSA family	4	
pfam00579	tRNA-synt_1b - tRNA synthetases class I (W and Y)	4	
pfam00581	Rhodanese - Rhodanese-like domain	5	
pfam00583	Acetyltransf_1 - Acetyltransferase (GNAT) family	16	
pfam00584	SecE - SecE/Sec61-gamma subunits of protein translocation complex	1	
pfam00586	AIRS - AIR synthase related protein, N-terminal domain	3	
pfam00587	tRNA-synt_2b - tRNA synthetase class II core domain (G, H, P, S and T)	6	
pfam00588	SpoU_methylase - SpoU rRNA Methylase family	2	
pfam00590	TP_methylase - Tetrapyrrole (Corrin/Porphyrin) Methylases	1	
pfam00595	PDZ - PDZ domain (Also known as DHR or GLGF)	60	
pfam00596	Aldolase_II - Class II Aldolase and Adducin N-terminal domain	1	
pfam00609	DAGK_acc - Diacylglycerol kinase accessory domain	4	
pfam00610	DEP - Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)	5	
pfam00611	FCH - Fes/CIP4, and EFC/F-BAR homology domain	6	
pfam00612	IQ - IQ calmodulin-binding motif	22	
pfam00613	PI3Ka - Phosphoinositide 3-kinase family, accessory domain (PIK domain)	4	
pfam00614	PLDc - Phospholipase D Active site motif	2	
pfam00615	RGS - Regulator of G protein signaling domain	9	
pfam00616	RasGAP - GTPase-activator protein for Ras-like GTPase	6	
pfam00617	RasGEF - RasGEF domain	7	
pfam00618	RasGEF_N - RasGEF N-terminal motif	4	
pfam00619	CARD - Caspase recruitment domain	2	
pfam00620	RhoGAP - RhoGAP domain	23	
pfam00621	RhoGEF - RhoGEF domain	22	
pfam00622	SPRY - SPRY domain	9	
pfam00623	RNA_pol_Rpb1_2 - RNA polymerase Rpb1, domain 2	3	
pfam00625	Guanylate_kin - Guanylate kinase	10	
pfam00626	Gelsolin - Gelsolin repeat	9	
pfam00627	UBA - UBA/TS-N domain	11	
pfam00628	PHD - PHD-finger	21	
pfam00629	MAM - MAM domain, meprin/A5/mu	2	
pfam00630	Filamin - Filamin/ABP280 repeat	5	
pfam00631	G-gamma - GGL domain	3	
pfam00632	HECT - HECT-domain (ubiquitin-transferase)	12	
pfam00633	HHH - Helix-hairpin-helix motif	1	
pfam00635	Motile_Sperm - MSP (Major sperm protein) domain	2	
pfam00636	Ribonuclease_3 - Ribonuclease III domain	4	
pfam00637	Clathrin - Region in Clathrin and VPS	3	
pfam00638	Ran_BP1 - RanBP1 domain	4	
pfam00639	Rotamase - PPIC-type PPIASE domain	2	
pfam00640	PID - Phosphotyrosine interaction domain (PTB/PID)	11	
pfam00641	zf-RanBP - Zn-finger in Ran binding protein and others	4	
pfam00642	zf-CCCH - Zinc finger C-x8-C-x5-C-x3-H type (and similar)	9	
pfam00643	zf-B_box - B-box zinc finger	5	
pfam00644	PARP - Poly(ADP-ribose) polymerase catalytic domain	3	
pfam00645	zf-PARP - Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region	2	
pfam00646	F-box - F-box domain	3	
pfam00647	EF1G - Elongation factor 1 gamma, conserved domain	1	
pfam00648	Peptidase_C2 - Calpain family cysteine protease	5	
pfam00650	CRAL_TRIO - CRAL/TRIO domain	41	
pfam00651	BTB - BTB/POZ domain	54	
pfam00652	Ricin_B_lectin - Ricin-type beta-trefoil lectin domain	8	
pfam00653	BIR - Inhibitor of Apoptosis domain	4	
pfam00654	Voltage_CLC - Voltage gated chloride channel	3	
pfam00656	Peptidase_C14 - Caspase domain	5	
pfam00657	Lipase_GDSL - GDSL-like Lipase/Acylhydrolase	1	
pfam00658	PABP - Poly-adenylate binding protein, unique domain	1	
pfam00659	POLO_box - POLO box duplicated region	1	
pfam00664	ABC_membrane - ABC transporter transmembrane region	23	
pfam00665	rve - Integrase core domain	1	
pfam00667	FAD_binding_1 - FAD binding domain	5	
pfam00670	AdoHcyase_NAD - S-adenosyl-L-homocysteine hydrolase, NAD binding domain	2	
pfam00673	Ribosomal_L5_C - ribosomal L5P family C-terminus	1	
pfam00675	Peptidase_M16 - Insulinase (Peptidase family M16)	6	
pfam00676	E1_dh - Dehydrogenase E1 component	5	
pfam00679	EFG_C - Elongation factor G C-terminus	4	
pfam00681	Plectin - Plectin repeat	1	
pfam00682	HMGL-like - HMGL-like	2	
pfam00683	TB - TB domain	4	
pfam00684	DnaJ_CXXCXGXG - DnaJ central domain	2	
pfam00685	Sulfotransfer_1 - Sulfotransferase domain	14	
pfam00687	Ribosomal_L1 - Ribosomal protein L1p/L10e family	3	
pfam00688	TGFb_propeptide - TGF-beta propeptide	2	
pfam00689	Cation_ATPase_C - Cation transporting ATPase, C-terminus	6	
pfam00690	Cation_ATPase_N - Cation transporter/ATPase, N-terminus	5	
pfam00692	dUTPase - dUTPase	1	
pfam00694	Aconitase_C - Aconitase C-terminal domain	2	
pfam00696	AA_kinase - Amino acid kinase family	1	
pfam00698	Acyl_transf_1 - Acyl transferase domain	10	
pfam00701	DHDPS - Dihydrodipicolinate synthetase family	5	
pfam00702	Hydrolase - haloacid dehalogenase-like hydrolase	5	
pfam00703	Glyco_hydro_2 - Glycosyl hydrolases family 2	1	
pfam00704	Glyco_hydro_18 - Glycosyl hydrolases family 18	10	
pfam00705	PCNA_N - Proliferating cell nuclear antigen, N-terminal domain	1	
pfam00708	Acylphosphatase - Acylphosphatase	1	
pfam00709	Adenylsucc_synt - Adenylosuccinate synthetase	2	
pfam00710	Asparaginase - Asparaginase, N-terminal	2	
pfam00717	Peptidase_S24 - Peptidase S24-like	3	
