Pfam ID	Pfam Name	Gene Count (assembled)	
pfam00108	Thiolase, N-terminal domain	739	
pfam00109	Beta-ketoacyl synthase, N-terminal domain	445	
pfam00111	2Fe-2S iron-sulfur cluster binding domain	312	
pfam00112	Papain family cysteine protease	20	
pfam00113	Enolase, C-terminal TIM barrel domain	203	
pfam00114	Pilin (bacterial filament)	4	
pfam00115	Cytochrome C and Quinol oxidase polypeptide I	677	
pfam00116	Cytochrome C oxidase subunit II, periplasmic domain	161	
pfam00117	Glutamine amidotransferase class-I	463	
pfam00118	TCP-1/cpn60 chaperonin family	604	
pfam00119	ATP synthase A chain	140	
pfam00120	Glutamine synthetase, catalytic domain	377	
pfam00121	Triosephosphate isomerase	108	
pfam00122	E1-E2 ATPase	496	
pfam00124	Photosynthetic reaction centre protein	1	
pfam00125	Core histone H2A/H2B/H3/H4	12	
pfam00126	Bacterial regulatory helix-turn-helix protein, lysR family	656	
pfam00127	Copper binding proteins, plastocyanin/azurin family	60	
pfam00128	Alpha amylase, catalytic domain	648	
pfam00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	2	
pfam00132	Bacterial transferase hexapeptide (six repeats)	524	
pfam00133	tRNA synthetases class I (I, L, M and V)	705	
pfam00134	Cyclin, N-terminal domain	6	
pfam00135	Carboxylesterase family	354	
pfam00136	DNA polymerase family B	21	
pfam00137	ATP synthase subunit C	68	
pfam00139	Legume lectin domain	13	
pfam00140	Sigma-70 factor, region 1.2	172	
pfam00141	Peroxidase	124	
pfam00142	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family	2	
pfam00144	Beta-lactamase	994	
pfam00145	C-5 cytosine-specific DNA methylase	142	
pfam00146	NADH dehydrogenase	278	
pfam00148	Nitrogenase component 1 type Oxidoreductase	6	
pfam00149	Calcineurin-like phosphoesterase	295	
pfam00150	Cellulase (glycosyl hydrolase family 5)	106	
pfam00152	tRNA synthetases class II (D, K and N)	490	
pfam00153	Mitochondrial carrier protein	119	
pfam00154	recA bacterial DNA recombination protein	215	
pfam00155	Aminotransferase class I and II	1167	
pfam00156	Phosphoribosyl transferase domain	306	
pfam00158	Sigma-54 interaction domain	970	
pfam00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	210	
pfam00162	Phosphoglycerate kinase	213	
pfam00163	Ribosomal protein S4/S9 N-terminal domain	60	
pfam00164	Ribosomal protein S12/S23	87	
pfam00165	Bacterial regulatory helix-turn-helix proteins, AraC family	121	
pfam00166	Chaperonin 10 Kd subunit	175	
pfam00168	C2 domain	16	
pfam00169	PH domain	11	
pfam00170	bZIP transcription factor	18	
pfam00171	Aldehyde dehydrogenase family	2444	
pfam00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	189	
pfam00173	Cytochrome b5-like Heme/Steroid binding domain	34	
pfam00174	Oxidoreductase molybdopterin binding domain	292	
pfam00175	Oxidoreductase NAD-binding domain	219	
pfam00176	SNF2 family N-terminal domain	316	
pfam00177	Ribosomal protein S7p/S5e	100	
pfam00179	Ubiquitin-conjugating enzyme	40	
pfam00180	Isocitrate/isopropylmalate dehydrogenase	557	
pfam00181	Ribosomal Proteins L2, RNA binding domain	78	
pfam00182	Chitinase class I	3	
pfam00183	Hsp90 protein	76	
pfam00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	168	
pfam00186	Dihydrofolate reductase	27	
pfam00187	Chitin recognition protein	1	
pfam00188	Cysteine-rich secretory protein family	83	
pfam00189	Ribosomal protein S3, C-terminal domain	69	
pfam00190	Cupin	21	
pfam00191	Annexin	8	
pfam00194	Eukaryotic-type carbonic anhydrase	24	
pfam00195	Chalcone and stilbene synthases, N-terminal domain	26	
pfam00196	Bacterial regulatory proteins, luxR family	1695	
pfam00198	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	397	
pfam00199	Catalase	155	
pfam00200	Disintegrin	7	
pfam00201	UDP-glucoronosyl and UDP-glucosyl transferase	33	
pfam00202	Aminotransferase class-III	1178	
pfam00203	Ribosomal protein S19	63	
pfam00204	DNA gyrase B	136	
pfam00205	Thiamine pyrophosphate enzyme, central domain	297	
pfam00206	Lyase	508	
pfam00207	Alpha-2-macroglobulin family	17	
pfam00208	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	162	
pfam00209	Sodium:neurotransmitter symporter family	5	
pfam00210	Ferritin-like domain	125	
pfam00211	Adenylate and Guanylate cyclase catalytic domain	911	
pfam00213	ATP synthase delta (OSCP) subunit	79	
pfam00215	Orotidine 5'-phosphate decarboxylase / HUMPS family	100	
pfam00216	Bacterial DNA-binding protein	197	
pfam00217	ATP:guanido phosphotransferase, C-terminal catalytic domain	28	
pfam00218	Indole-3-glycerol phosphate synthase	101	
pfam00221	Aromatic amino acid lyase	253	
pfam00224	Pyruvate kinase, barrel domain	166	
pfam00225	Kinesin motor domain	41	
pfam00226	DnaJ domain	232	
pfam00227	Proteasome subunit	113	
pfam00230	Major intrinsic protein	270	
pfam00231	ATP synthase	179	
pfam00232	Glycosyl hydrolase family 1	197	
pfam00233	3'5'-cyclic nucleotide phosphodiesterase	1	
pfam00237	Ribosomal protein L22p/L17e	89	
pfam00238	Ribosomal protein L14p/L23e	102	
pfam00239	Resolvase, N terminal domain	616	
pfam00240	Ubiquitin family	13	
pfam00241	Cofilin/tropomyosin-type actin-binding protein	5	
pfam00244	14-3-3 protein	7	
pfam00245	Alkaline phosphatase	23	
pfam00246	Zinc carboxypeptidase	78	
pfam00248	Aldo/keto reductase family	1775	
pfam00249	Myb-like DNA-binding domain	7	
pfam00250	Forkhead domain	8	
pfam00251	Glycosyl hydrolases family 32 N-terminal domain	69	
pfam00252	Ribosomal protein L16p/L10e	92	
pfam00253	Ribosomal protein S14p/S29e	43	
pfam00254	FKBP-type peptidyl-prolyl cis-trans isomerase	114	
pfam00255	Glutathione peroxidase	45	
pfam00258	Flavodoxin	41	
pfam00262	Calreticulin family	5	
pfam00263	Bacterial type II and III secretion system protein	139	
pfam00264	Common central domain of tyrosinase	32	
pfam00265	Thymidine kinase	41	
pfam00266	Aminotransferase class-V	869	
pfam00268	Ribonucleotide reductase, small chain	49	
pfam00269	Small, acid-soluble spore proteins, alpha/beta type	32	
pfam00270	DEAD/DEAH box helicase	690	
pfam00271	Helicase conserved C-terminal domain	775	
pfam00274	Fructose-bisphosphate aldolase class-I	89	
pfam00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	341	
pfam00276	Ribosomal protein L23	74	
pfam00278	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	82	
pfam00281	Ribosomal protein L5	77	
pfam00282	Pyridoxal-dependent decarboxylase conserved domain	279	
pfam00285	Citrate synthase, C-terminal domain	387	
pfam00288	GHMP kinases N terminal domain	123	
pfam00289	Biotin carboxylase, N-terminal domain	309	
pfam00290	Tryptophan synthase alpha chain	117	
pfam00291	Pyridoxal-phosphate dependent enzyme	1051	
pfam00292	'Paired box' domain	3	
pfam00293	NUDIX domain	556	
pfam00294	pfkB family carbohydrate kinase	607	
pfam00295	Glycosyl hydrolases family 28	76	
pfam00296	Luciferase-like monooxygenase	1570	
pfam00297	Ribosomal protein L3	84	
pfam00298	Ribosomal protein L11, RNA binding domain	61	
pfam00300	Histidine phosphatase superfamily (branch 1)	332	
pfam00301	Rubredoxin	9	
pfam00302	Chloramphenicol acetyltransferase	2	
pfam00303	Thymidylate synthase	87	
pfam00305	Lipoxygenase	2	
pfam00306	ATP synthase alpha/beta chain, C terminal domain	140	
pfam00307	Calponin homology (CH) domain	7	
pfam00308	Bacterial dnaA protein	167	
pfam00309	Sigma-54 factor, Activator interacting domain (AID)	23	
pfam00310	Glutamine amidotransferases class-II	198	
pfam00311	Phosphoenolpyruvate carboxylase	140	
pfam00312	Ribosomal protein S15	65	
pfam00313	'Cold-shock' DNA-binding domain	242	
pfam00314	Thaumatin family	1	
pfam00316	Fructose-1-6-bisphosphatase, N-terminal domain	20	
pfam00317	Ribonucleotide reductase, all-alpha domain	21	
pfam00318	Ribosomal protein S2	142	
pfam00319	SRF-type transcription factor (DNA-binding and dimerisation domain)	9	
pfam00320	GATA zinc finger	8	
pfam00324	Amino acid permease	476	
pfam00325	Bacterial regulatory proteins, crp family	21	
pfam00326	Prolyl oligopeptidase family	622	
pfam00327	Ribosomal protein L30p/L7e	49	
pfam00328	Histidine phosphatase superfamily (branch 2)	18	
pfam00329	Respiratory-chain NADH dehydrogenase, 30 Kd subunit	90	
pfam00330	Aconitase family (aconitate hydratase)	481	
pfam00331	Glycosyl hydrolase family 10	81	
pfam00332	Glycosyl hydrolases family 17	3	
pfam00333	Ribosomal protein S5, N-terminal domain	62	
pfam00334	Nucleoside diphosphate kinase	79	
pfam00338	Ribosomal protein S10p/S20e	89	
pfam00339	Arrestin (or S-antigen), N-terminal domain	5	
pfam00342	Phosphoglucose isomerase	228	
pfam00343	Carbohydrate phosphorylase	312	
pfam00344	SecY translocase	188	
pfam00345	Pili and flagellar-assembly chaperone, PapD N-terminal domain	5	
pfam00346	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	200	
pfam00347	Ribosomal protein L6	77	
pfam00348	Polyprenyl synthetase	230	
pfam00349	Hexokinase	11	
pfam00350	Dynamin family	64	
pfam00351	Biopterin-dependent aromatic amino acid hydroxylase	21	
pfam00352	Transcription factor TFIID (or TATA-binding protein, TBP)	5	
pfam00353	Haemolysin-type calcium-binding repeat (2 copies)	169	
pfam00355	Rieske [2Fe-2S] domain	420	
pfam00356	Bacterial regulatory proteins, lacI family	341	
pfam00358	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1	1	
pfam00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	67	
pfam00360	Phytochrome region	4	
pfam00361	Proton-conducting membrane transporter	791	
pfam00362	Integrin beta chain VWA domain	1	
pfam00364	Biotin-requiring enzyme	345	
pfam00365	Phosphofructokinase	210	
pfam00366	Ribosomal protein S17	78	
pfam00367	phosphotransferase system, EIIB	7	
pfam00368	Hydroxymethylglutaryl-coenzyme A reductase	38	
pfam00370	FGGY family of carbohydrate kinases, N-terminal domain	311	
pfam00374	Nickel-dependent hydrogenase	85	
pfam00375	Sodium:dicarboxylate symporter family	171	
pfam00376	MerR family regulatory protein	75	
pfam00378	Enoyl-CoA hydratase/isomerase	1362	
pfam00380	Ribosomal protein S9/S16	77	
pfam00381	PTS HPr component phosphorylation site	72	
pfam00382	Transcription factor TFIIB repeat	11	
pfam00383	Cytidine and deoxycytidylate deaminase zinc-binding region	181	
pfam00384	Molybdopterin oxidoreductase	538	
pfam00385	Chromo (CHRromatin Organisation MOdifier) domain	30	
pfam00387	Phosphatidylinositol-specific phospholipase C, Y domain	5	
pfam00388	Phosphatidylinositol-specific phospholipase C, X domain	12	
pfam00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	185	
pfam00390	Malic enzyme, N-terminal domain	124	
pfam00391	PEP-utilising enzyme, mobile domain	123	
pfam00392	Bacterial regulatory proteins, gntR family	705	
pfam00393	6-phosphogluconate dehydrogenase, C-terminal domain	117	
pfam00394	Multicopper oxidase	47	
pfam00395	S-layer homology domain	22	
pfam00397	WW domain	10	
pfam00398	Ribosomal RNA adenine dimethylase	110	
pfam00400	WD domain, G-beta repeat	931	
pfam00401	ATP synthase, Delta/Epsilon chain, long alpha-helix domain	13	
pfam00403	Heavy-metal-associated domain	76	
pfam00404	Dockerin type I repeat	4	
pfam00406	Adenylate kinase	137	
pfam00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain	123	
pfam00410	Ribosomal protein S8	87	
pfam00411	Ribosomal protein S11	88	
pfam00412	LIM domain	6	
pfam00413	Matrixin	35	
pfam00415	Regulator of chromosome condensation (RCC1) repeat	32	
pfam00416	Ribosomal protein S13/S18	85	
pfam00420	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	88	
pfam00425	chorismate binding enzyme	227	
pfam00428	60s Acidic ribosomal protein	1	
pfam00430	ATP synthase B/B' CF(0)	76	
pfam00432	Prenyltransferase and squalene oxidase repeat	34	
pfam00433	Protein kinase C terminal domain	9	
pfam00435	Spectrin repeat	1	
pfam00436	Single-strand binding protein family	130	
pfam00437	Type II/IV secretion system protein	584	
pfam00438	S-adenosylmethionine synthetase, N-terminal domain	90	
pfam00439	Bromodomain	20	
pfam00440	Bacterial regulatory proteins, tetR family	1474	
pfam00441	Acyl-CoA dehydrogenase, C-terminal domain	1299	
pfam00443	Ubiquitin carboxyl-terminal hydrolase	57	
pfam00444	Ribosomal protein L36	25	
pfam00445	Ribonuclease T2 family	11	
pfam00447	HSF-type DNA-binding	3	
pfam00448	SRP54-type protein, GTPase domain	234	
pfam00449	Urease alpha-subunit, N-terminal domain	25	
pfam00450	Serine carboxypeptidase	75	
pfam00453	Ribosomal protein L20	80	
pfam00454	Phosphatidylinositol 3- and 4-kinase	34	
pfam00455	DeoR C terminal sensor domain	137	
pfam00456	Transketolase, thiamine diphosphate binding domain	372	
pfam00457	Glycosyl hydrolases family 11	25	
pfam00459	Inositol monophosphatase family	254	
pfam00460	Flagella basal body rod protein	70	
pfam00462	Glutaredoxin	73	
pfam00463	Isocitrate lyase family	125	
pfam00464	Serine hydroxymethyltransferase	203	
pfam00465	Iron-containing alcohol dehydrogenase	177	
pfam00466	Ribosomal protein L10	84	
pfam00467	KOW motif	88	
pfam00468	Ribosomal protein L34	28	
pfam00471	Ribosomal protein L33	53	
pfam00472	RF-1 domain	185	
pfam00474	Sodium:solute symporter family	316	
pfam00475	Imidazoleglycerol-phosphate dehydratase	79	
pfam00476	DNA polymerase family A	221	
pfam00477	Small hydrophilic plant seed protein	2	
pfam00478	IMP dehydrogenase / GMP reductase domain	209	
pfam00479	Glucose-6-phosphate dehydrogenase, NAD binding domain	250	
pfam00480	ROK family	267	
pfam00481	Protein phosphatase 2C	84	
pfam00482	Type II secretion system (T2SS), protein F	253	
pfam00483	Nucleotidyl transferase	572	
pfam00484	Carbonic anhydrase	140	
pfam00485	Phosphoribulokinase / Uridine kinase family	33	
pfam00486	Transcriptional regulatory protein, C terminal	1289	
pfam00487	Fatty acid desaturase	248	
pfam00488	MutS domain V	171	
pfam00490	Delta-aminolevulinic acid dehydratase	151	
pfam00491	Arginase family	229	
pfam00493	MCM2/3/5 family	28	
pfam00494	Squalene/phytoene synthase	160	
pfam00496	Bacterial extracellular solute-binding proteins, family 5 Middle	1566	
pfam00497	Bacterial extracellular solute-binding proteins, family 3	325	
pfam00498	FHA domain	293	
pfam00499	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	65	
pfam00501	AMP-binding enzyme	3726	
pfam00503	G-protein alpha subunit	13	
pfam00505	HMG (high mobility group) box	11	
pfam00507	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3	90	
pfam00510	Cytochrome c oxidase subunit III	182	
pfam00512	His Kinase A (phospho-acceptor) domain	1766	
pfam00514	Armadillo/beta-catenin-like repeat	7	
pfam00515	Tetratricopeptide repeat	345	
pfam00519	Papillomavirus helicase	1	
pfam00520	Ion transport protein	22	
pfam00521	DNA gyrase/topoisomerase IV, subunit A	342	
pfam00526	Dictyostelium (slime mold) repeat	1	
pfam00528	Binding-protein-dependent transport system inner membrane component	2620	
pfam00529	HlyD membrane-fusion protein of T1SS	365	
pfam00532	Periplasmic binding proteins and sugar binding domain of LacI family	144	
pfam00533	BRCA1 C Terminus (BRCT) domain	62	
pfam00534	Glycosyl transferases group 1	1279	
pfam00535	Glycosyl transferase family 2	1321	
pfam00536	SAM domain (Sterile alpha motif)	55	
pfam00538	linker histone H1 and H5 family	2	
pfam00542	Ribosomal protein L7/L12 C-terminal domain	91	
pfam00543	Nitrogen regulatory protein P-II	130	
pfam00544	Pectate lyase	10	
pfam00545	ribonuclease	5	
pfam00547	Urease, gamma subunit	26	
pfam00549	CoA-ligase	122	
pfam00550	Phosphopantetheine attachment site	451	
pfam00551	Formyl transferase	218	
pfam00553	Cellulose binding domain	28	
pfam00557	Metallopeptidase family M24	488	
pfam00560	Leucine Rich Repeat	24	
pfam00561	alpha/beta hydrolase fold	261	
pfam00562	RNA polymerase Rpb2, domain 6	244	
pfam00563	EAL domain	452	
pfam00564	PB1 domain	5	
pfam00565	Staphylococcal nuclease homologue	73	
pfam00566	Rab-GTPase-TBC domain	25	
pfam00567	Tudor domain	2	
pfam00568	WH1 domain	1	
pfam00569	Zinc finger, ZZ type	6	
pfam00570	HRDC domain	79	
pfam00571	CBS domain	693	
pfam00572	Ribosomal protein L13	99	
pfam00573	Ribosomal protein L4/L1 family	121	
pfam00574	Clp protease	245	
pfam00575	S1 RNA binding domain	421	
pfam00576	HIUase/Transthyretin family	29	
pfam00577	Outer membrane usher protein	3	
pfam00578	AhpC/TSA family	654	
pfam00579	tRNA synthetases class I (W and Y)	294	
pfam00580	UvrD/REP helicase N-terminal domain	449	
pfam00581	Rhodanese-like domain	452	
pfam00582	Universal stress protein family	613	
pfam00583	Acetyltransferase (GNAT) family	996	
pfam00584	SecE/Sec61-gamma subunits of protein translocation complex	40	
pfam00585	C-terminal regulatory domain of Threonine dehydratase	13	
pfam00586	AIR synthase related protein, N-terminal domain	240	
pfam00587	tRNA synthetase class II core domain (G, H, P, S and T)	377	
pfam00588	SpoU rRNA Methylase family	227	
pfam00589	Phage integrase family	2052	
pfam00590	Tetrapyrrole (Corrin/Porphyrin) Methylases	237	
pfam00591	Glycosyl transferase family, a/b domain	196	
pfam00593	TonB dependent receptor	462	
pfam00595	PDZ domain (Also known as DHR or GLGF)	65	
pfam00596	Class II Aldolase and Adducin N-terminal domain	311	
pfam00610	Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)	5	
pfam00611	Fes/CIP4, and EFC/F-BAR homology domain	5	
pfam00612	IQ calmodulin-binding motif	7	
pfam00613	Phosphoinositide 3-kinase family, accessory domain (PIK domain)	6	
pfam00614	Phospholipase D Active site motif	31	
pfam00615	Regulator of G protein signaling domain	7	
pfam00616	GTPase-activator protein for Ras-like GTPase	8	
pfam00617	RasGEF domain	6	
pfam00618	RasGEF N-terminal motif	11	
pfam00620	RhoGAP domain	16	
pfam00621	RhoGEF domain	10	
pfam00622	SPRY domain	4	
pfam00623	RNA polymerase Rpb1, domain 2	101	
pfam00625	Guanylate kinase	99	
pfam00626	Gelsolin repeat	6	
pfam00627	UBA/TS-N domain	48	
pfam00628	PHD-finger	16	
pfam00629	MAM domain, meprin/A5/mu	1	
pfam00631	GGL domain	1	
pfam00632	HECT-domain (ubiquitin-transferase)	23	
pfam00633	Helix-hairpin-helix motif	29	
pfam00636	Ribonuclease III domain	18	
pfam00637	Region in Clathrin and VPS	13	
pfam00638	RanBP1 domain	12	
pfam00639	PPIC-type PPIASE domain	37	
pfam00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	9	
pfam00643	B-box zinc finger	12	
pfam00644	Poly(ADP-ribose) polymerase catalytic domain	5	
pfam00645	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region	1	
pfam00646	F-box domain	11	
pfam00647	Elongation factor 1 gamma, conserved domain	2	
pfam00648	Calpain family cysteine protease	6	
pfam00649	Copper fist DNA binding domain	1	
pfam00650	CRAL/TRIO domain	14	
pfam00651	BTB/POZ domain	18	
pfam00652	Ricin-type beta-trefoil lectin domain	71	
pfam00653	Inhibitor of Apoptosis domain	2	
pfam00654	Voltage gated chloride channel	207	
pfam00656	Caspase domain	71	
pfam00657	GDSL-like Lipase/Acylhydrolase	17	
pfam00662	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	100	
pfam00664	ABC transporter transmembrane region	724	
pfam00665	Integrase core domain	668	
pfam00667	FAD binding domain	59	
pfam00668	Condensation domain	550	
pfam00669	Bacterial flagellin N-terminal helical region	45	
pfam00670	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	104	
pfam00672	HAMP domain	656	
pfam00673	ribosomal L5P family C-terminus	86	
pfam00675	Insulinase (Peptidase family M16)	191	
pfam00676	Dehydrogenase E1 component	453	
pfam00677	Lumazine binding domain	83	
pfam00679	Elongation factor G C-terminus	268	
pfam00682	HMGL-like	346	
pfam00683	TB domain	1	
pfam00684	DnaJ central domain	48	
pfam00685	Sulfotransferase domain	98	
pfam00686	Starch binding domain	10	
pfam00687	Ribosomal protein L1p/L10e family	105	
pfam00688	TGF-beta propeptide	2	
pfam00689	Cation transporting ATPase, C-terminus	114	
pfam00690	Cation transporter/ATPase, N-terminus	87	
pfam00691	OmpA family	249	
pfam00692	dUTPase	66	
pfam00694	Aconitase C-terminal domain	160	
pfam00696	Amino acid kinase family	368	
pfam00697	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	68	
pfam00698	Acyl transferase domain	264	
pfam00699	Urease beta subunit	17	
pfam00700	Bacterial flagellin C-terminal helical region	44	
pfam00701	Dihydrodipicolinate synthetase family	359	
pfam00702	haloacid dehalogenase-like hydrolase	402	
pfam00703	Glycosyl hydrolases family 2	120	
pfam00704	Glycosyl hydrolases family 18	104	
pfam00705	Proliferating cell nuclear antigen, N-terminal domain	2	
pfam00707	Translation initiation factor IF-3, C-terminal domain	73	
pfam00708	Acylphosphatase	65	
pfam00709	Adenylosuccinate synthetase	192	
pfam00710	Asparaginase, N-terminal	68	
pfam00712	DNA polymerase III beta subunit, N-terminal domain	85	
pfam00717	Peptidase S24-like	166	
pfam00719	Inorganic pyrophosphatase	93	
pfam00720	Subtilisin inhibitor-like	1	
pfam00722	Glycosyl hydrolases family 16	79	
pfam00723	Glycosyl hydrolases family 15	301	
pfam00724	NADH:flavin oxidoreductase / NADH oxidase family	310	
pfam00725	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	216	
pfam00728	Glycosyl hydrolase family 20, catalytic domain	88	
pfam00730	HhH-GPD superfamily base excision DNA repair protein	181	
pfam00731	AIR carboxylase	102	
pfam00732	GMC oxidoreductase	408	
pfam00733	Asparagine synthase	384	
pfam00734	Fungal cellulose binding domain	10	
pfam00735	Septin	10	
pfam00736	EF-1 guanine nucleotide exchange domain	1	
pfam00741	Gas vesicle protein	38	
pfam00742	Homoserine dehydrogenase	124	
pfam00743	Flavin-binding monooxygenase-like	60	
pfam00745	Glutamyl-tRNAGlu reductase, dimerisation domain	57	
pfam00746	Gram positive anchor	2	
pfam00749	tRNA synthetases class I (E and Q), catalytic domain	312	
pfam00750	tRNA synthetases class I (R)	122	
pfam00752	XPG N-terminal domain	1	
pfam00753	Metallo-beta-lactamase superfamily	1000	
pfam00754	F5/8 type C domain	86	
pfam00755	Choline/Carnitine o-acyltransferase	17	
pfam00756	Putative esterase	196	
pfam00759	Glycosyl hydrolase family 9	28	
pfam00762	Ferrochelatase	127	
pfam00763	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	79	
pfam00764	Arginosuccinate synthase	177	
pfam00765	Autoinducer synthase	1	
pfam00766	Electron transfer flavoprotein FAD-binding domain	68	
pfam00768	D-alanyl-D-alanine carboxypeptidase	215	
pfam00771	FHIPEP family	124	
pfam00772	DnaB-like helicase N terminal domain	94	
pfam00773	RNB domain	162	
pfam00775	Dioxygenase	126	
pfam00780	CNH domain	8	
pfam00781	Diacylglycerol kinase catalytic domain	124	
pfam00782	Dual specificity phosphatase, catalytic domain	24	
pfam00786	P21-Rho-binding domain	6	
pfam00787	PX domain	12	
pfam00788	Ras association (RalGDS/AF-6) domain	3	
pfam00789	UBX domain	4	
pfam00790	VHS domain	6	
pfam00793	DAHP synthetase I family	245	
pfam00795	Carbon-nitrogen hydrolase	288	
pfam00797	N-acetyltransferase	40	
pfam00800	Prephenate dehydratase	97	
pfam00801	PKD domain	113	
pfam00804	Syntaxin	2	
pfam00805	Pentapeptide repeats (8 copies)	141	
pfam00806	Pumilio-family RNA binding repeat	15	
pfam00808	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	2	
pfam00809	Pterin binding enzyme	208	
pfam00810	ER lumen protein retaining receptor	2	
pfam00813	FliP family	25	
pfam00814	Glycoprotease family	175	
pfam00815	Histidinol dehydrogenase	165	
pfam00816	H-NS histone family	15	
pfam00817	impB/mucB/samB family	204	
pfam00821	Phosphoenolpyruvate carboxykinase	167	
pfam00823	PPE family	2	
pfam00825	Ribonuclease P	44	
pfam00827	Ribosomal L15	3	
pfam00828	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	83	
pfam00829	Ribosomal prokaryotic L21 protein	69	
pfam00830	Ribosomal L28 family	39	
pfam00831	Ribosomal L29 protein	74	
pfam00833	Ribosomal S17	1	
pfam00834	Ribulose-phosphate 3 epimerase family	140	
pfam00837	Iodothyronine deiodinase	5	
pfam00838	Translationally controlled tumour protein	1	
