Pfam ID	Pfam Name	Gene Count	
pfam00448	SRP54 - SRP54-type protein, GTPase domain	3	
pfam00450	Peptidase_S10 - Serine carboxypeptidase	1	
pfam00453	Ribosomal_L20 - Ribosomal protein L20	1	
pfam00455	DeoRC - DeoR C terminal sensor domain	1	
pfam00456	Transketolase_N - Transketolase, thiamine diphosphate binding domain	2	
pfam00459	Inositol_P - Inositol monophosphatase family	3	
pfam00460	Flg_bb_rod - Flagella basal body rod protein	10	
pfam00462	Glutaredoxin - Glutaredoxin	2	
pfam00463	ICL - Isocitrate lyase family	1	
pfam00464	SHMT - Serine hydroxymethyltransferase	1	
pfam00465	Fe-ADH - Iron-containing alcohol dehydrogenase	5	
pfam00466	Ribosomal_L10 - Ribosomal protein L10	1	
pfam00467	KOW - KOW motif	1	
pfam00468	Ribosomal_L34 - Ribosomal protein L34	1	
pfam00471	Ribosomal_L33 - Ribosomal protein L33	1	
pfam00472	RF-1 - RF-1 domain	3	
pfam00474	SSF - Sodium:solute symporter family	3	
pfam00475	IGPD - Imidazoleglycerol-phosphate dehydratase	1	
pfam00476	DNA_pol_A - DNA polymerase family A	1	
pfam00478	IMPDH - IMP dehydrogenase / GMP reductase domain	1	
pfam00479	G6PD_N - Glucose-6-phosphate dehydrogenase, NAD binding domain	1	
pfam00480	ROK - ROK family	4	
pfam00482	T2SSF - Type II secretion system (T2SS), protein F	3	
pfam00483	NTP_transferase - Nucleotidyl transferase	5	
pfam00484	Pro_CA - Carbonic anhydrase	1	
pfam00485	PRK - Phosphoribulokinase / Uridine kinase family	3	
pfam00486	Trans_reg_C - Transcriptional regulatory protein, C terminal	20	
pfam00487	FA_desaturase - Fatty acid desaturase	1	
pfam00488	MutS_V - MutS domain V	1	
pfam00490	ALAD - Delta-aminolevulinic acid dehydratase	2	
pfam00491	Arginase - Arginase family	1	
pfam00496	SBP_bac_5 - Bacterial extracellular solute-binding proteins, family 5 Middle	1	
pfam00497	SBP_bac_3 - Bacterial extracellular solute-binding proteins, family 3	22	
pfam00498	FHA - FHA domain	1	
pfam00501	AMP-binding - AMP-binding enzyme	10	
pfam00510	COX3 - Cytochrome c oxidase subunit III	2	
pfam00512	HisKA - His Kinase A (phospho-acceptor) domain	24	
pfam00520	Ion_trans - Ion transport protein	2	
pfam00521	DNA_topoisoIV - DNA gyrase/topoisomerase IV, subunit A	2	
pfam00528	BPD_transp_1 - Binding-protein-dependent transport system inner membrane component	14	
pfam00529	HlyD - HlyD membrane-fusion protein of T1SS	2	
pfam00532	Peripla_BP_1 - Periplasmic binding proteins and sugar binding domain of LacI family	2	
pfam00533	BRCT - BRCA1 C Terminus (BRCT) domain	2	
pfam00534	Glycos_transf_1 - Glycosyl transferases group 1	4	
pfam00535	Glycos_transf_2 - Glycosyl transferase family 2	6	
pfam00542	Ribosomal_L12 - Ribosomal protein L7/L12 C-terminal domain	1	
pfam00543	P-II - Nitrogen regulatory protein P-II	3	
pfam00549	Ligase_CoA - CoA-ligase	2	
pfam00550	PP-binding - Phosphopantetheine attachment site	4	
pfam00551	Formyl_trans_N - Formyl transferase	3	
pfam00557	Peptidase_M24 - Metallopeptidase family M24	3	
pfam00561	Abhydrolase_1 - alpha/beta hydrolase fold	8	
pfam00562	RNA_pol_Rpb2_6 - RNA polymerase Rpb2, domain 6	1	
pfam00563	EAL - EAL domain	28	
pfam00570	HRDC - HRDC domain	2	
pfam00571	CBS - CBS domain	12	
pfam00572	Ribosomal_L13 - Ribosomal protein L13	1	
pfam00573	Ribosomal_L4 - Ribosomal protein L4/L1 family	1	
pfam00574	CLP_protease - Clp protease	2	
pfam00575	S1 - S1 RNA binding domain	7	
pfam00578	AhpC-TSA - AhpC/TSA family	6	
pfam00579	tRNA-synt_1b - tRNA synthetases class I (W and Y)	2	
pfam00580	UvrD-helicase - UvrD/REP helicase N-terminal domain	4	
pfam00581	Rhodanese - Rhodanese-like domain	7	
pfam00582	Usp - Universal stress protein family	3	
pfam00583	Acetyltransf_1 - Acetyltransferase (GNAT) family	22	
pfam00584	SecE - SecE/Sec61-gamma subunits of protein translocation complex	1	
pfam00585	Thr_dehydrat_C - C-terminal regulatory domain of Threonine dehydratase	1	
pfam00586	AIRS - AIR synthase related protein, N-terminal domain	4	
pfam00587	tRNA-synt_2b - tRNA synthetase class II core domain (G, H, P, S and T)	4	
pfam00588	SpoU_methylase - SpoU rRNA Methylase family	4	
pfam00589	Phage_integrase - Phage integrase family	18	
pfam00590	TP_methylase - Tetrapyrrole (Corrin/Porphyrin) Methylases	3	
pfam00591	Glycos_transf_3 - Glycosyl transferase family, a/b domain	2	
pfam00593	TonB_dep_Rec - TonB dependent receptor	28	
pfam00595	PDZ - PDZ domain (Also known as DHR or GLGF)	1	
pfam00623	RNA_pol_Rpb1_2 - RNA polymerase Rpb1, domain 2	1	
pfam00625	Guanylate_kin - Guanylate kinase	1	
pfam00633	HHH - Helix-hairpin-helix motif	2	
pfam00639	Rotamase - PPIC-type PPIASE domain	1	
pfam00654	Voltage_CLC - Voltage gated chloride channel	1	
pfam00657	Lipase_GDSL - GDSL-like Lipase/Acylhydrolase	1	
pfam00664	ABC_membrane - ABC transporter transmembrane region	7	
pfam00665	rve - Integrase core domain	114	
pfam00667	FAD_binding_1 - FAD binding domain	1	
pfam00669	Flagellin_N - Bacterial flagellin N-terminal helical region	8	
pfam00672	HAMP - HAMP domain	39	
pfam00673	Ribosomal_L5_C - ribosomal L5P family C-terminus	1	
pfam00675	Peptidase_M16 - Insulinase (Peptidase family M16)	6	
pfam00676	E1_dh - Dehydrogenase E1 component	2	
pfam00677	Lum_binding - Lumazine binding domain	2	
pfam00679	EFG_C - Elongation factor G C-terminus	4	
pfam00682	HMGL-like - HMGL-like	3	
pfam00684	DnaJ_CXXCXGXG - DnaJ central domain	1	
pfam00687	Ribosomal_L1 - Ribosomal protein L1p/L10e family	1	
pfam00691	OmpA - OmpA family	13	
pfam00692	dUTPase - dUTPase	2	
pfam00694	Aconitase_C - Aconitase C-terminal domain	2	
pfam00696	AA_kinase - Amino acid kinase family	9	
pfam00697	PRAI - N-(5'phosphoribosyl)anthranilate (PRA) isomerase	1	
pfam00698	Acyl_transf_1 - Acyl transferase domain	2	
pfam00700	Flagellin_C - Bacterial flagellin C-terminal helical region	7	
pfam00701	DHDPS - Dihydrodipicolinate synthetase family	1	
pfam00702	Hydrolase - haloacid dehalogenase-like hydrolase	2	
pfam00704	Glyco_hydro_18 - Glycosyl hydrolases family 18	2	
pfam00707	IF3_C - Translation initiation factor IF-3, C-terminal domain	1	
pfam00708	Acylphosphatase - Acylphosphatase	2	
pfam00709	Adenylsucc_synt - Adenylosuccinate synthetase	2	
pfam00710	Asparaginase - Asparaginase, N-terminal	2	
pfam00712	DNA_pol3_beta - DNA polymerase III beta subunit, N-terminal domain	1	
pfam00717	Peptidase_S24 - Peptidase S24-like	8	
pfam00724	Oxidored_FMN - NADH:flavin oxidoreductase / NADH oxidase family	5	
pfam00725	3HCDH - 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	2	
pfam00728	Glyco_hydro_20 - Glycosyl hydrolase family 20, catalytic domain	2	
pfam00730	HhH-GPD - HhH-GPD superfamily base excision DNA repair protein	3	
pfam00731	AIRC - AIR carboxylase	1	
pfam00732	GMC_oxred_N - GMC oxidoreductase	3	
pfam00733	Asn_synthase - Asparagine synthase	1	
pfam00742	Homoserine_dh - Homoserine dehydrogenase	2	
pfam00745	GlutR_dimer - Glutamyl-tRNAGlu reductase, dimerisation domain	1	
pfam00749	tRNA-synt_1c - tRNA synthetases class I (E and Q), catalytic domain	3	
pfam00750	tRNA-synt_1d - tRNA synthetases class I (R)	1	
pfam00753	Lactamase_B - Metallo-beta-lactamase superfamily	5	
pfam00756	Esterase - Putative esterase	2	
pfam00762	Ferrochelatase - Ferrochelatase	2	
pfam00763	THF_DHG_CYH - Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	1	
pfam00764	Arginosuc_synth - Arginosuccinate synthase	1	
pfam00766	ETF_alpha - Electron transfer flavoprotein FAD-binding domain	1	
pfam00768	Peptidase_S11 - D-alanyl-D-alanine carboxypeptidase	2	
pfam00771	FHIPEP - FHIPEP family	4	
pfam00772	DnaB - DnaB-like helicase N terminal domain	1	
pfam00773	RNB - RNB domain	1	
pfam00781	DAGK_cat - Diacylglycerol kinase catalytic domain	1	
pfam00782	DSPc - Dual specificity phosphatase, catalytic domain	2	
pfam00793	DAHP_synth_1 - DAHP synthetase I family	5	
pfam00795	CN_hydrolase - Carbon-nitrogen hydrolase	2	
pfam00800	PDT - Prephenate dehydratase	1	
pfam00801	PKD - PKD domain	3	
pfam00809	Pterin_bind - Pterin binding enzyme	2	
pfam00813	FliP - FliP family	4	
pfam00814	Peptidase_M22 - Glycoprotease family	2	
pfam00815	Histidinol_dh - Histidinol dehydrogenase	1	
pfam00816	Histone_HNS - H-NS histone family	2	
pfam00817	IMS - impB/mucB/samB family	3	
pfam00825	Ribonuclease_P - Ribonuclease P	1	
pfam00828	Ribosomal_L27A - Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	1	
pfam00829	Ribosomal_L21p - Ribosomal prokaryotic L21 protein	1	
pfam00830	Ribosomal_L28 - Ribosomal L28 family	1	
pfam00831	Ribosomal_L29 - Ribosomal L29 protein	1	
pfam00834	Ribul_P_3_epim - Ribulose-phosphate 3 epimerase family	1	
pfam00842	Ala_racemase_C - Alanine racemase, C-terminal domain	1	
pfam00849	PseudoU_synth_2 - RNA pseudouridylate synthase	15	
pfam00850	Hist_deacetyl - Histone deacetylase domain	1	
pfam00854	PTR2 - POT family	3	
pfam00857	Isochorismatase - Isochorismatase family	2	
pfam00860	Xan_ur_permease - Permease family	3	
pfam00861	Ribosomal_L18p - Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	1	
pfam00871	Acetate_kinase - Acetokinase family	1	
pfam00872	Transposase_mut - Transposase, Mutator family	1	
pfam00873	ACR_tran - AcrB/AcrD/AcrF family	15	
pfam00875	DNA_photolyase - DNA photolyase	1	
pfam00877	NLPC_P60 - NlpC/P60 family	1	
pfam00881	Nitroreductase - Nitroreductase family	2	
pfam00883	Peptidase_M17 - Cytosol aminopeptidase family, catalytic domain	4	
pfam00884	Sulfatase - Sulfatase	4	
pfam00885	DMRL_synthase - 6,7-dimethyl-8-ribityllumazine synthase	1	
pfam00886	Ribosomal_S16 - Ribosomal protein S16	1	
pfam00889	EF_TS - Elongation factor TS	1	
pfam00890	FAD_binding_2 - FAD binding domain	7	
pfam00892	EamA - EamA-like transporter family	14	
pfam00893	Multi_Drug_Res - Small Multidrug Resistance protein	1	
pfam00899	ThiF - ThiF family	3	
pfam00902	TatC - Sec-independent protein translocase protein (TatC)	1	
pfam00903	Glyoxalase - Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	7	
pfam00905	Transpeptidase - Penicillin binding protein transpeptidase domain	7	
pfam00908	dTDP_sugar_isom - dTDP-4-dehydrorhamnose 3,5-epimerase	2	
pfam00909	Ammonium_transp - Ammonium Transporter Family	2	
pfam00912	Transgly - Transglycosylase	5	
pfam00916	Sulfate_transp - Sulfate permease family	3	
pfam00919	UPF0004 - Uncharacterized protein family UPF0004	2	
pfam00920	ILVD_EDD - Dehydratase family	2	
pfam00923	TAL_FSA - Transaldolase/Fructose-6-phosphate aldolase	1	
pfam00924	MS_channel - Mechanosensitive ion channel	6	
pfam00925	GTP_cyclohydro2 - GTP cyclohydrolase II	2	
pfam00926	DHBP_synthase - 3,4-dihydroxy-2-butanone 4-phosphate synthase	2	
pfam00929	RNase_T - Exonuclease	7	
pfam00930	DPPIV_N - Dipeptidyl peptidase IV (DPP IV) N-terminal region	2	
pfam00932	LTD - Lamin Tail Domain	3	
pfam00933	Glyco_hydro_3 - Glycosyl hydrolase family 3 N terminal domain	2	
pfam00939	Na_sulph_symp - Sodium:sulfate symporter transmembrane region	3	
pfam00950	ABC-3 - ABC 3 transport family	1	
pfam00953	Glycos_transf_4 - Glycosyl transferase family 4	1	
pfam00958	GMP_synt_C - GMP synthase C terminal domain	1	
pfam00959	Phage_lysozyme - Phage lysozyme	2	
pfam00962	A_deaminase - Adenosine/AMP deaminase	1	
pfam00970	FAD_binding_6 - Oxidoreductase FAD-binding domain	5	
pfam00977	His_biosynth - Histidine biosynthesis protein	2	
pfam00984	UDPG_MGDP_dh - UDP-glucose/GDP-mannose dehydrogenase family, central domain	1	
pfam00986	DNA_gyraseB_C - DNA gyrase B subunit, carboxyl terminus	2	
pfam00988	CPSase_sm_chain - Carbamoyl-phosphate synthase small chain, CPSase domain	1	
pfam00989	PAS - PAS fold	5	
pfam00990	GGDEF - Diguanylate cyclase, GGDEF domain	58	
pfam00994	MoCF_biosynth - Probable molybdopterin binding domain	4	
pfam00999	Na_H_Exchanger - Sodium/hydrogen exchanger family	6	
pfam01000	RNA_pol_A_bac - RNA polymerase Rpb3/RpoA insert domain	1	
pfam01012	ETF - Electron transfer flavoprotein domain	2	
pfam01016	Ribosomal_L27 - Ribosomal L27 protein	1	
pfam01018	GTP1_OBG - GTP1/OBG	1	
pfam01019	G_glu_transpept - Gamma-glutamyltranspeptidase	2	
pfam01022	HTH_5 - Bacterial regulatory protein, arsR family	3	
pfam01025	GrpE - GrpE	1	
pfam01026	TatD_DNase - TatD related DNase	3	
pfam01027	Bax1-I - Inhibitor of apoptosis-promoting Bax1	2	
pfam01029	NusB - NusB family	2	
pfam01032	FecCD - FecCD transport family	2	
pfam01035	DNA_binding_1 - 6-O-methylguanine DNA methyltransferase, DNA binding domain	3	
pfam01037	AsnC_trans_reg - Lrp/AsnC ligand binding domain	4	
pfam01039	Carboxyl_trans - Carboxyl transferase domain	2	
pfam01040	UbiA - UbiA prenyltransferase family	4	
pfam01041	DegT_DnrJ_EryC1 - DegT/DnrJ/EryC1/StrS aminotransferase family	2	
pfam01042	Ribonuc_L-PSP - Endoribonuclease L-PSP	3	
pfam01043	SecA_PP_bind - SecA preprotein cross-linking domain	1	
pfam01047	MarR - MarR family	7	
pfam01048	PNP_UDP_1 - Phosphorylase superfamily	5	
pfam01051	Rep_3 - Initiator Replication protein	2	
pfam01052	FliMN_C - Type III flagellar switch regulator (C-ring) FliN C-term	5	
pfam01053	Cys_Met_Meta_PP - Cys/Met metabolism PLP-dependent enzyme	5	
pfam01058	Oxidored_q6 - NADH ubiquinone oxidoreductase, 20 Kd subunit	1	
pfam01061	ABC2_membrane - ABC-2 type transporter	1	
pfam01063	Aminotran_4 - Amino-transferase class IV	2	
